tw_0,雖然通常沒什麼威力，但有很低的機率來一次殺死對方。
tw_2344,"任務物品：帶著奇怪符號的資料。請交給勞華城堡的\f=城堡巫醫\f>。"
tw_2345,"\f=限時物品，有效時間：1個月。\f>\n可在強化武器時，防止因強化失敗造成武器消失的卷軸。\n強化失敗時，武器強化等級清零，武器不銷毀。"
tw_2346,"\f=限時物品，有效時間：1個月。\n專用於城堡武器和聖武的強化保護卷軸。\f>\n可在強化武器時，防止因強化失敗造成武器消失的卷軸。\n強化失敗時，武器強化等級清零，武器不銷毀。"
tw_2347,"\f=限時物品，有效時間：6小時。\f>\n可在強化防具時，防止因強化失敗造成防具消失的卷軸。\n強化失敗時，防具強化等級清零，防具不銷毀。"
tw_2348,"\f=限時物品，有效時間：6小時。\n專用於三階防具的強化保護卷軸。\f>\n可在強化防具時，防止因強化失敗造成防具消失的卷軸。\n強化失敗時，防具強化等級清零，防具不銷毀。"
tw_2349,"\f=限時物品，有效時間：6小時。\n在對超過安定值，且強化等級小於10的防具使用後，該防具獲得一個臨時的保護狀態，在保護狀態下強化失敗時，強化等級隨機降低1~3，裝備不會消失。 \n注意：此保護狀態在下一次強化時（無論成功或失敗）或者物品轉移時消失。"
tw_2400,"一級空白魔法卷軸，僅限法師職業50級以上使用，可謄寫1級普通魔法。\n謄寫卷軸消耗與使用魔法消耗一致，並且沒有魔力減免。"
tw_2401,"二級空白魔法卷軸，僅限法師職業50級以上使用，可謄寫2級普通魔法。\n謄寫卷軸消耗與使用魔法消耗一致，並且沒有魔力減免。"
tw_2402,"三級空白魔法卷軸，僅限法師職業50級以上使用，可謄寫3級普通魔法。\n謄寫卷軸消耗與使用魔法消耗一致，並且沒有魔力減免。"
tw_2403,"四級空白魔法卷軸，僅限法師職業50級以上使用，可謄寫4級普通魔法。\n謄寫卷軸消耗與使用魔法消耗一致，並且沒有魔力減免。"
tw_2404,"五級空白魔法卷軸，僅限法師職業50級以上使用，可謄寫5級普通魔法。\n謄寫卷軸消耗與使用魔法消耗一致，並且沒有魔力減免。"
tw_2405,"六級空白魔法卷軸，僅限法師職業50級以上使用，可謄寫6級普通魔法。\n謄寫卷軸消耗與使用魔法消耗一致，並且沒有魔力減免。"
tw_2406,"魔法卷軸（初級治愈術）"
tw_2407,"魔法卷軸（日光術）"
tw_2408,"魔法卷軸（保護罩）"
tw_2409,"魔法卷軸（光箭）"
tw_2410,"魔法卷軸（指定傳送術）"
tw_2411,"魔法卷軸（冰箭）"
tw_2412,"魔法卷軸（風刃）"
tw_2413,"魔法卷軸（神聖武器）"
tw_2414,"魔法卷軸（解毒術）"
tw_2415,"魔法卷軸（寒冷戰憟）"
tw_2416,"魔法卷軸（毒咒）"
tw_2417,"魔法卷軸（附魔武器）"
tw_2418,"魔法卷軸（破匿之眼）"
tw_2419,"魔法卷軸（負重強化）"
tw_2420,"魔法卷軸（火箭）"
tw_2421,"魔法卷軸（影牙術）"
tw_2422,"魔法卷軸（極光雷電）"
tw_2423,"魔法卷軸（超度術）"
tw_2424,"魔法卷軸（中級治愈術）"
tw_2425,"魔法卷軸（暗盲咒）"
tw_2426,"魔法卷軸（護持）"
tw_2427,"魔法卷軸（寒冰氣息）"
tw_2428,"魔法卷軸（弱性感測）"
tw_2429,"魔法卷軸（燃燒的火球）"
tw_2430,"魔法卷軸（通暢氣脈術）"
tw_2431,"魔法卷軸（壞物術）"
tw_2432,"魔法卷軸（體力奪取）"
tw_2433,"魔法卷軸（緩速術）"
tw_2434,"魔法卷軸（岩牢）"
tw_2435,"魔法卷軸（魔法屏障）"
tw_2436,"魔法卷軸（冥想術）"
tw_2437,"魔法卷軸（縛身術）"
tw_2438,"魔法卷軸（極道落雷）"
tw_2439,"魔法卷軸（高級治愈術）"
tw_2440,"魔法卷軸（迷魅術）"
tw_2441,"魔法卷軸（聖潔之光）"
tw_2442,"魔法卷軸（冰錐）"
tw_2443,"魔法卷軸（魔力奪取）"
tw_2444,"魔法卷軸（黑暗之影）"
tw_2445,"魔法卷軸（傀儡術）"
tw_2446,"魔法卷軸（體魄強健術）"
tw_2447,"魔法卷軸（加速術）"
tw_2448,"魔法卷軸（魔法相消術）"
tw_2449,"魔法卷軸（地裂術）"
tw_2450,"魔法卷軸（烈炎術）"
tw_2451,"魔法卷軸（弱化術）"
tw_2452,"魔法卷軸（神佑武器）"
tw_2453,"蒂安神的特殊福袋，在泡泡堂內進行泡點活動可增加經驗，使用後泡點持續時間1小時，未洗禮玩家48等以上80等以下可以使用。\n有效時間24小時"
tw_2454,"冰雪節慶典期間，可前往馬洛斯城鎮找吉安娜(32821，33561)處兌換+6冰雪節限定武器。"
tw_2455,"冰雪節慶典期間，可前往馬洛斯城鎮找吉安娜(32821，33561)處兌換+7冰雪節限定武器。"
tw_2456,"冰雪節慶典期間，可前往馬洛斯城鎮找吉安娜(32821，33561)處兌換+8冰雪節限定武器。"
tw_2457,"冰雪節慶典期間，可前往馬洛斯城鎮找吉安娜(32821，33561)處兌換+9冰雪節限定武器。"
tw_2458,"冰雪節慶典期間，可前往馬洛斯城鎮找吉安娜(32821，33561)處兌換+10冰雪節限定武器。"
tw_2459,"可在優莉卡[嘉獎](32821,33563)處用於回鍋獎池抽獎。"
tw_2460,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·冰霜劍士\f>變形。"
tw_2461,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·冰霜槍兵\f>變形。"
tw_2462,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·冰霜獵手\f>變形。"
tw_2463,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·冰霜巴風特\f>變形。"
tw_2464,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·冰霜女巫\f>變形。"
tw_2465,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·冰霜獵影\f>變形。"
tw_2466,"可在優莉卡[嘉獎](32821,33563)處兌換獎券抽獎。"
tw_2467,"冰雪節回鍋限定武器，武器特效：\f=裝備後有2%機率觸發額外傷害，傷害範圍隨機1~100點。\f>"
tw_2468,"冰雪節慶典期間，可前往馬洛斯城鎮找吉安娜(32821，33561)兌換+11冰雪節限定武器。"
tw_2469,"記載著高級泡點方法的筆記，可與\f=回鍋高級泡點筆記·二\f>在吉安娜處兌換高級泡點福袋。"
tw_2470,"記載著高級泡點方法的筆記，可與\f=回鍋高級泡點筆記·一\f>在吉安娜處兌換高級泡點福袋。"
tw_2471,"記載著特殊泡點方法的筆記，可以在馬洛斯城鎮找吉安娜兌換特殊泡點福袋。\n有效時間24小時"
tw_2472,"限時物品，有效期1天。\n使用可獲得\fC高级變形卷軸*5\f>，\fC終極變形卷軸*5\f>。"
tw_2473,"騎士典籍，記錄著騎士的格鬥技巧，闡述著騎士的力量之源。 \n分類：Ⅱ階魔法（職業）\n效果：用盾牌撞向目標，造成部分普攻傷害，並且有機會附帶攻擊緩速效果（僅裝備盾牌才可施法）。 \n學習要求：\n騎士：60等"
tw_2474,"死亡騎士的虛影專屬神靈武器。\n武器特效：\f=裝備後有1%機率觸發額外傷害，傷害範圍隨機100~300點。\f>"
tw_2475,"死亡騎士的虛影專屬神靈武器。\n武器特效：\f=裝備後有1%機率觸發額外傷害，傷害範圍隨機100~300點。\f>"
tw_2476,"巴風特專屬神靈武器。\n武器特效：\f=裝備後有1%機率觸發額外傷害，傷害範圍隨機100~300點。\f>"
tw_2477,"荒龍專屬神靈武器。\n武器特效：\f=裝備後有1%機率觸發額外傷害，傷害範圍隨機100~300點。\f>"
tw_2478,"斧鉗巨蟻專屬神靈武器。\n武器特效：\f=裝備後有1%機率觸發額外傷害，傷害範圍隨機100~300點。\f>"
tw_2479,"泥龍專屬神靈武器。\n武器特效：\f=裝備後有1%機率觸發額外傷害，傷害範圍隨機100~300點。\f>"
tw_2480,"合成烈炎之刃的關鍵素材。\n\n烈炎之刃：\n職業：[王][騎][精][法]\n製作地點：勞華地區·勞華城鎮，安格斯[裝備製作](32799,32771)"
tw_2481,"合成烈炎巨劍的關鍵素材。\n\n烈炎巨劍：\n職業：[王][騎]\n製作地點：勞華地區·勞華城鎮，安格斯[裝備製作](32799,32771)"
tw_2482,"合成巴風特魔杖的關鍵素材。\n\n巴風特魔杖：\n職業：[法]\n製作地點：勞華地區·勞華城鎮，安格斯[裝備製作](32799,32771)"
tw_2483,"合成惡龍之弓的關鍵素材。\n\n惡龍之弓：\n職業：[精]\n製作地點：勞華地區·勞華城鎮，安格斯[裝備製作](32799,32771)"
tw_2484,"合成巨蟻雙鐮的關鍵素材。\n\n巨蟻雙鐮：\n職業：[暗]\n製作地點：勞華地區·勞華城鎮，安格斯[裝備製作](32799,32771)"
tw_2485,"合成惡龍手甲的關鍵素材。\n\n惡龍手甲：\n職業：[暗]\n製作地點：勞華地區·勞華城鎮，安格斯[裝備製作](32799,32771)"
tw_2486,"烈焰不死鳥掉落的羽毛，合成神靈武器的材料。"
tw_2487,"海王的寶石，合成神靈武器的材料。"
tw_2488,"德雷克的骨頭，合成神靈武器的材料。"
tw_2489,"暗魂騎士的甲片，合成神靈武器的材料。"
tw_2490,"薇薇安的黑暗源，合成神靈武器的材料。"
tw_2491,"活動期間出售的萬能藥禮盒。打開後可獲得：\n萬能藥（體質）x5"
tw_2492,"活動期間出售的萬能藥禮盒。打開後可獲得：\n萬能藥（精神）x5"
tw_2493,"\f=限時物品，到期消失。\f> \n普通的祈福寶箱，使用後可隨機開出一類普通的消耗品。"
tw_2494,"\f=限時物品，到期消失。\f> \n受到祝福的祈福寶箱，使用後可隨機開出一類受祝福的消耗品。"
tw_2495,"古代人使用的終極體力恢復劑，圍繞著古代的氣息。\n可使用100次"
tw_2496,"持續時間內，每3秒恢復不少於5點的魔力，人物精神點數會影響每次的恢復量。在此狀態下，再次使用，則替換該狀態。\n可使用100次"
tw_2497,"受到祝福的夾心糖，食用後可補充體力。\n可使用100次"
tw_2498,"受到祝福的拐杖糖，食用後可補充魔力。\n可使用100次"
tw_2499,"受到祝福的棒棒糖，食用後一段時間受到的PVP物理傷害&魔法傷害減少15%。\n可使用100次"
tw_2500,"月光女神留下的眼淚。使用後獲得高級的二段所有速度加成效果。\n可使用100次"
tw_2501,"遠古時代的魔石，記錄下遠古時代的強者身影。\n可在變形界面的活動變形內消耗道具解鎖\f=極·死亡之鐮\f>變形。"
tw_2502,"使用後獲得10000經驗，最高使用等級為洗禮後80等。"
tw_2503,"使用後獲得100000經驗，最高使用等級為洗禮後80等。"
tw_2504,"追憶之島獨有的寶石，可到馬洛斯找\fW梅麗\f>參與兌換合成。"
tw_2505,"召喚控制戒指，可以召喚出稀有怪物。"
tw_2506,"合成召喚控制戒指的關鍵素材。\n召喚控制戒指：\n職業：[法]\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2507,"破碎的覓獸戒指碎片，合成覓獸戒指的關鍵素材。\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2508,"破碎的囚獸戒指碎片，合成囚獸戒指的關鍵素材。\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2509,"破碎的伏獸戒指碎片，合成伏獸戒指的關鍵素材。\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2510,"破碎的馴獸戒指碎片，合成馴獸戒指的關鍵素材。\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2511,"破碎的喚獸戒指碎片，合成喚獸戒指的關鍵素材。\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2512,"合成召喚控制戒指的關鍵素材，可以召喚出稀有怪物。\n召喚控制戒指：\n職業：[法]\n製作地點：勞華城鎮，阿爾伯特[召喚控制戒指](32793,32805)"
tw_2513,"暗魂騎士團中每一位都會配戴的徽章，用於表明自己的身分。"
tw_2517,"作為對亞瑟王的後裔忠誠的證明"
tw_2518,"作為對亞瑟王的後裔忠誠的證明"
tw_2519,"作為對亞瑟王的後裔忠誠的證明"
tw_2520,"作為亞瑟王血統繼承人、伊丁大陸正統王室的證明。"
tw_2521,"由騎特拉城鎮的工匠泰森打造的徽章，雕刻著代表著騎士的大盾。作為對亞瑟王的後裔忠誠的證明，同時也代表著身為騎士為反抗軍做出的功績。"
tw_2522,"由騎特拉城鎮的工匠泰森打造的徽章，雕刻著代表著精靈一族的弓。作為對亞瑟王的後裔忠誠的證明，同時也代表著身為精靈為反抗軍做出的功績。"
tw_2523,"由騎特拉城鎮的工匠泰森打造的徽章，雕刻著代表著法師的魔杖。作為對亞瑟王的後裔忠誠的證明，同時也代表著身為法師為反抗軍做出的功績。"
tw_2524,"由騎特拉城鎮的工匠泰森打造的徽章，作為亞瑟王血統繼承人、伊丁大陸正統王室的證明，同時也代表著身為王族為這片土地做出的功績。"
tw_2525,"使用後可解鎖稱號[反抗軍士兵]。\n稱號屬性：近戰物攻+2、遠程物攻+2、額外魔傷+3。\n完成亞瑟王的後裔任務線獲取。"
tw_2526,"來自巴塔[道具店]有關附近可疑人員的情報\n\n巴塔[道具店]看到有外來的奇怪商人。雖然說是在收購補給品，但是無論拿什麼東西給他，他都不會收購。"
tw_2527,"來自格里拉[裝備製作]有關附近可疑人員的情報\n\n格里拉[裝備製作]認為最近的流浪漢增多了。"
tw_2528,"來自塔卡[倉庫]有關附近可疑人員的情報\n\n塔卡[倉庫]看到有冒險者不小心把道具丟在地上了，流浪漢都會去撿。不過也有一些流浪漢從來都不會撿東西，只在到處游蕩。"
tw_2529,"用精鋼打造的闊劍\n任務道具"
tw_2530,"一把用舊了的長劍，劃痕中還殘留著魔物的血祭\n任務道具"
tw_2531,"來自服務生[旅店]有關附近可疑人員的情報\n\n服務生[旅店]見到有些農婦向冒險者惡言相向。"
tw_2532,"來自賀莉[聖武]有關附近可疑人員的情報\n\n賀莉[聖武]聽說達特福德城鎮周邊有一些受魔物騷擾的農民。"
tw_2533,"在德雷克山嶽狩獵過程中獲得的紅色晶石的碎片。沒有任何價值，但不知道什麼原因，賀莉[聖武]想要你幫忙收集\n任務道具"
tw_2534,"來自天啟者[元素強化]有關附近可疑人員的情報\n\n天啟者[元素強化]從一部分冒險者口中聽說，有一些農民不害怕魔物，但卻對消滅它們的冒險者很抗拒。"
tw_2535,"裝著情報的盒子\n打開之後可以獲得情報彙總"
tw_2536,"有關在達特福德可疑人物的情報的彙總\n\n巴塔[道具店]看到有外來的奇怪商人。雖然說是在收購補給品，但是無論拿什麼東西給他，他都不會收購。\n\n格里拉[裝備製作]認為最近的流浪漢增多了。\n\n塔卡[倉庫]看到有冒險者不小心把道具丟在地上了，流浪漢都會去撿。不過也有一些流浪漢從來都不不會撿東西，只在到處游蕩。\n\n服務生[旅店]見到有些農婦向冒險者惡言相向。\n\n賀莉[聖武]聽說達特福德城鎮周邊有一些受魔物騷擾的農民。\n\n天啟者[元素強化]從一部分冒險者口中聽說，有一些農民不害怕魔物，但卻對消滅它們的冒險者很抗拒。"
tw_2537,"阿提拉王間諜寫好的報告書。上面記載了在達特福德地區活動的冒險者名單及信息。"
tw_2538,"神秘法師寫給泰森[裝備製作]的書信\n任務道具"
tw_2539,"神秘法師寫給泰森[裝備製作]的書信\n信上委託了泰森可以給持信人製作他/她所屬職業的證明\n\fW有效時間7天，獲取後務必在7天內進行職業證明製作\f>"
tw_2540,"血盟任務物品。擊敗\fW勞華地區\f>的魔物可獲得。"
tw_2541,"\f=限時物品，有效期：24小時\f>。\n使用即可為所在血盟增加\fW425點\f>血盟資源。"
tw_2542,"記錄暗魂騎士團的動向\n作為情報，只在有效期間內有價值。有效時間為7天\n任務道具"
tw_2543,"\f=限時物品，到期消失。\f> \n可在強化防具時，防止因強化失敗造成防具消失的卷軸。\n強化失敗時，防具強化等級不變且不銷毀。"
tw_2544,"刻有傳送魔法陣的卷軸，可傳送到已在地圖書簽保存的地點。"
tw_2545,"使用後可解鎖稱號[領航者]。\n稱號屬性：物傷減免+1、魔傷減免+1、體力恢復+1、魔力恢復+1。\n完成新服衝等活動獲取。"
tw_2546,"開服活動禮包，使用後可獲得一階魔力球x10、獸靈x10。可在新服使者瑪蒂婭(32816,33563)處購買。"
tw_2547,"開服活動禮包，使用後可獲得一階魔力球x30、獸靈x50。可在新服使者瑪蒂婭(32816,33563)處購買。"
tw_2548,"開服活動禮包，使用後可獲得煉魂源晶x700、打孔槌子x140、魂石福袋(小)x30。可在新服使者瑪蒂婭(32816,33563)處購買。"
tw_2549,"蒂安神的禮物，達到指定等級，可開啟獲得\n\fC自我加速藥水*10\f>\n\fC強力治癒藥水*10\f>\n\fC一等變形卷軸*10\f>\n\fC新手回村傳送卷軸*10\f>"
tw_2550,"蒂安神的禮物，達到指定等級，可開啟獲得\n\fC自我加速藥水*15\f>\n\fC強力治癒藥水*20\f>\n\fC二等變形卷軸*10\f>\n\fC三等變形卷軸*5\f>\n\fC新手回村傳送卷軸*5\f>"
tw_2551,"蒂安神的禮物，達到指定等級，可開啟獲得\n\fC強化自我加速藥水*10\f>\n\fC終極治癒藥水*10\f>\n\fC三等變形卷軸*5\f>\n\fC受祝福的隨機傳送卷軸*5\f>\n\fC新手回村傳送卷軸*5\f>"
tw_2552,"蒂安神的禮物，達到指定等級，可開啟獲得\n\fC強化自我加速藥水*10\f>\n\fC終極治癒藥水*15\f>\n\fC三等變形卷軸*5\f>\n\fC受祝福的隨機傳送卷軸*10\f>"
tw_2553,"蒂安神的禮物，達到指定等級，可開啟獲得\n\fC強化自我加速藥水*10\f>\n\fC終極治癒藥水*15\f>\n\fC三等變形卷軸*10\f>\n\fC高級變形卷軸（綁定）*4\f>\n\fC受祝福的隨機傳送卷軸*10\f>"
tw_2554,"蒂安神的禮物，達到指定等級，可開啟獲得\n\fC強化自我加速藥水*10\f>\n\fC終極治癒藥水*15\f>\n\fC三等變形卷軸*10\f>\n\fC高級變形卷軸（綁定）*10\f>\n\fC受祝福的隨機傳送卷軸*15\f>"
tw_2555,"帶有濃厚魔法氣息的盒子，打開後可獲得一本魔法書。"
tw_2556,"力·破壞者項鏈：象徵著已成為一名出色的英雄，是力量型英雄的憑證。"
tw_2557,"魔·破壞者項鏈：象徵著已成為一名出色的英雄，是魔力型英雄的憑證。"
tw_2558,"敏·破壞者項鏈：象徵著已成為一名出色的英雄，是敏捷型英雄的憑證。"
tw_2559,"暗·破壞者項鏈：象徵著已成為一名出色的英雄，是力量型英雄的憑證。"
tw_2560,"翼·破壞者項鏈：象徵著已成為一名出色的英雄，是敏捷型英雄的憑證。"
tw_2561,"成功擊敗血盟BOSS後得到的獎勵品，使用後獲得隨機物品。\n有極低幾率得到以下珍貴物品：\n防具強化卷軸、武器強化卷軸、英雄紋章"
tw_2562,"成功擊敗血盟BOSS後得到的獎勵品，使用後獲得隨機物品。\n有較低幾率得到以下珍貴物品：\n磁力魔咒、武器保護卷軸（限時）、防具強化卷軸、武器強化卷軸、英雄紋章"
tw_2563,"綠色史萊姆的遗骸，兌換四色史萊姆盒的材料之一。\n製作地點：馬洛斯城鎮，新服使者瑪蒂婭(32816,33563)"
tw_2564,"藍色史萊姆的遺骸，兌換四色史萊姆盒的材料之一。\n製作地點：馬洛斯城鎮，新服使者瑪蒂婭(32816,33563)"
tw_2565,"黃色史萊姆的遺骸，兌換四色史萊姆盒的材料之一。\n製作地點：馬洛斯城鎮，新服使者瑪蒂婭(32816,33563)"
tw_2566,"紅色史萊姆的遺骸，兌換四色史萊姆盒的材料之一。\n製作地點：馬洛斯城鎮，新服使者瑪蒂婭(32816,33563)"
tw_2567,"合成四色史萊姆盒的憑證，每個角色限購十張。"
tw_2568,"延時彩蛋，需等待一定時間後方可開啟。每6分钟會收取1個\f=虛空能量\f>，可通過消耗\f=虛空能量\f>提前開啟。"
tw_2569,"神秘的時空能量，可用於提前開啟\f=四色史萊姆蛋\f>。"
tw_2570,"活動禮盒，開啟可獲得\f=四色史萊姆蛋\f>。"
tw_2571,"綁定限時的活動道具，可在馬洛斯的歌爾[英雄項鏈](32778,33584)處兌換綁定限時的破壞者項鏈。"
tw_2572,"給與一起在破壞神建立強大血盟的冒險者們的獻禮。開啟可獲得\n\fC強力治癒藥水*100\f>\n\fC高級變形卷軸*5\f>\n\fC4倍經驗魔方*1\f>\n\fC高級泡點福袋*1\f>。"
tw_2573,"由鍛造師批量製作的脛甲，為反抗軍提升士氣。"
tw_2574,"殘破的脛甲，製作振奮脛甲的關鍵素材。"
tw_2575,"蠻原獸人的遺骸，可用於修補振奮脛甲。"
tw_2576,"新鮮的優質南瓜，初冬最好的食品之一，綁定限時物品。在優莉卡[嘉獎](32816,33561)處可兌換其他道具。"
tw_2577,"獎券，綁定限時物品。在約瑟夫(32816,33559)處用於金幣嘉獎。"
tw_2578,"無限試煉勇者的證明，可在馬洛斯城鎮傑諾[無限試煉](32866,33543)處兌換獎勵。"
tw_2579,"裝有萬能藥的寶盒，使用可獲得隨機1個萬能藥（智力/力量/敏捷/毅力/精神）。"
tw_2580,"普通品質的聖誕星星，可在馬洛斯城鎮約瑟夫[萬能藥嘉獎](32816,33559)處兌換獎勵。"
tw_2581,"發出耀眼光芒的聖誕星星，可在馬洛斯城鎮約瑟夫[萬能藥嘉獎](32816,33559)處兌換獎勵。"
tw_2582,"傳達思念的人形薑餅，可在馬洛斯城鎮約瑟夫[萬能藥嘉獎](32816,33559)處進行嘉獎。"
tw_2583,"製作精良的襪子，看起來包含神的祝福，可在馬洛斯城鎮夏伊洛(32816,33563)處兌換物品。"
tw_2584,"製作精良的帽子，看起來包含神的祝福，可在馬洛斯城鎮夏伊洛(32816,33563)處兌換物品。"
tw_2585,"沈甸甸的禮盒，搖動時似乎有金幣的響聲，使用後可獲得隨機數量的金幣或古代鉑金幣。"
tw_2586,"包裝精美的禮盒，使用後可獲得隨機數量的月輝之淚/變形卷軸/治癒藥水等消耗品。"
tw_2587,"可在強化武器時，防止因強化失敗造成武器消失的卷軸。\n強化失敗時，武器強化等級清零，武器不銷毀。"
tw_2588,"鋒利的投擲武器，摻入黃金打造使其成為更趁手的武器，更大的重量也可以造成更高的傷害。\n須配合手甲使用。"
tw_2589,"可發出清脆鈴聲的奇妙寶物，使用後可獲得大量金幣。"
tw_2590,"帶有魔力氣息的禮盒，使用後可獲得隨機一本的魔法書。"
tw_2591,"在陽光下折射出無限光澤的結晶，使用可獲得能力提升，300秒內力量+1、敏捷+1、智力+1，可在馬洛斯城鎮夏伊洛(32816,33563)處兌換獲得。"
tw_2592,"散發出幽暗紫光的結晶，使用可獲得能力提升，300秒內AC-3，可在馬洛斯城鎮夏伊洛(32816,33563)處兌換獲得。"
tw_2593,"散發出幽暗紫光的結晶，使用後可以獲得能力提升。\n點數為1時，力量+2。\n點數為2時，敏捷+2。\n點數為3時，智力+2。\n點數為4時，防禦-4。\n點數為5時，物傷減免+2。\n點數為6時，魔傷減免+2。\n限時物品。"
tw_2594,"閃爍著神秘光芒的原石，擁有在無限大戰中重生的力量。"
tw_2595,"來自無限戰場的神秘邀請。"
tw_2596,"可進入蠻原島的同行憑證，可在馬洛斯城鎮洛蒂(32817,33552)處使用進入蠻原島。"
tw_2597,"使用後可解鎖稱號[衝鋒陷陣]。\n稱號屬性：對不死族傷害+2、對狼人傷害+2。\n無限大戰勛章兌換獲取。"
tw_2598,"使用後可解鎖稱號[驍勇善戰]。\n稱號屬性：對不死族傷害+4、對狼人傷害+4、對海族傷害+4。\n無限大戰勛章兌換獲取。"
tw_2599,"使用後可解鎖稱號[所向披靡]。\n稱號屬性：對不死族傷害+6、對狼人傷害+6、對海族傷害+6、對惡魔族傷害+6、對詛咒族傷害+6。\n無限大戰勛章兌換獲取。"
tw_2600,"使用後可解鎖稱號[萬夫不當]。\n稱號屬性：對不死族傷害+9、對狼人傷害+9、對海族傷害+9、對惡魔族傷害+9、對詛咒族傷害+9。\n無限大戰勛章兌換獲取。"
tw_2601,"擁有神奇的魔法，使用後，可在一定時間內獲得打怪經驗3倍。死亡時不清空該狀態"
tw_2602,"帶有神秘魔力的結晶，由頭盔精加工粉末製作而成，可在達特福德的巴克斯處為頭盔附魔。"
tw_2603,"帶有神秘魔力的結晶，由T恤精加工粉末製作而成，可在達特福德的巴克斯處為T恤附魔。"
tw_2604,"帶有神秘魔力的結晶，由盔甲精加工粉末製作而成，可在達特福德的巴克斯處為盔甲附魔。"
tw_2605,"帶有神秘魔力的結晶，由斗篷精加工粉末製作而成，可在達特福德的巴克斯處為斗篷附魔。"
tw_2606,"帶有神秘魔力的結晶，由手套精加工粉末製作而成，可在達特福德的巴克斯處為手套附魔。"
tw_2607,"帶有神秘魔力的結晶，由靴子精加工粉末製作而成，可在達特福德的巴克斯處為靴子附魔。"
tw_2608,"紀錄有頭盔附魔能力的靈晶，由附魔頭盔中提煉而成，也有部分是來自於那些消失了的強化失敗附魔頭盔。可在達特福德的巴克斯處進行靈晶融合。"
tw_2609,"紀錄有T恤附魔能力的靈晶，由附魔T恤中提煉而成，也有部分是來自於那些消失了的強化失敗附魔T恤。可在達特福德的巴克斯處進行靈晶融合。"
tw_2610,"紀錄有盔甲附魔能力的靈晶，由附魔盔甲中提煉而成，也有部分是來自於那些消失了的強化失敗附魔盔甲。可在達特福德的巴克斯處進行靈晶融合。"
tw_2611,"紀錄有斗篷附魔能力的靈晶，由附魔斗篷中提煉而成，也有部分是來自於那些消失了的強化失敗附魔斗篷。可在達特福德的巴克斯處進行靈晶融合。"
tw_2612,"紀錄有手套附魔能力的靈晶，由附魔手套中提煉而成，也有部分是來自於那些消失了的強化失敗附魔手套。可在達特福德的巴克斯處進行靈晶融合。"
tw_2613,"紀錄有靴子附魔能力的靈晶，由附魔靴子中提煉而成，也有部分是來自於那些消失了的強化失敗附魔靴子。可在達特福德的巴克斯處進行靈晶融合。"
tw_2614,"可在強化防具時，防止因強化失敗造成防具消失的卷軸。\n強化失敗時，防具強化等級清零，防具不銷毀。"
tw_2615,"由其他種族精加工而成的粉末，可在達特福德的巴克斯處製作頭盔附魔結晶"
tw_2616,"由其他種族精加工而成的粉末，可在達特福德的巴克斯處製作T恤附魔結晶"
tw_2617,"由其他種族精加工而成的粉末，可在達特福德的巴克斯處製作盔甲附魔結晶"
tw_2618,"由其他種族精加工而成的粉末，可在達特福德的巴克斯處製作斗篷附魔結晶"
tw_2619,"由其他種族精加工而成的粉末，可在達特福德的巴克斯處製作手套附魔結晶"
tw_2620,"由其他種族精加工而成的粉末，可在達特福德的巴克斯處製作靴子附魔結晶"
tw_2621,"擁有神奇的魔法，使用後，可在一定時間內獲得打怪經驗4倍。死亡時不清空該狀態"
tw_2622,"輕盈的高級英雄紋章禮盒，使用後可隨機獲得1~10個\f=高級英雄紋章\f>。"
tw_2623,"使用後可獲得煉魂源晶x2400、打孔槌子x480、魂石福袋(小)x20。"
tw_2624,"傳統喜慶的手工藝品，用於嘉獎。"
tw_2625,"新年福利簽，使用後有機會獲得強化卷軸或強化保護卷軸。"
tw_2626,"新年福利簽，打開後可隨機獲得大吉、中吉、小吉和末吉簽。"
tw_2627,"使用特殊材質瓶子保存的精釀麥酒，飲後令人精神抖擻。\n可使用精釀麥酒補充使用次數。\n使用後，對怪物物理攻擊+6，對角色物理攻擊+3，額外魔傷+3。"
tw_2628,"由黃金麥穗精緻釀造而成的麥酒，只有在特殊材質的容器內才可保存新鲜。\n精釀麥酒用於補充神賜麥酒的使用次數，必須同時擁有神賜麥酒才可使用生效。"
