en_0,"0"
en_2511,"Ancient Wind Ring"
en_2512,"Ancient Water Ring"
en_2513,"Ancient Earth Ring"
en_2514,"Ancient Source Ring"
en_2515,"Ancient King Earrings"
en_2516,"Ancient Eagle Earrings"
en_2517,"Ancient Spirit Earrings"
en_2518,"Blemish Rock Belt"
en_2519,"Blemish Shining Belt"
en_2520,"Scroll of Enchant Accesory(Eva Island)"
en_2521,"Eva Island Random Teleporter"
en_2522,"Blemish Fire Ring"
en_2523,"Blemish Wind Ring"
en_2524,"Blemish Water Ring"
en_2525,"Blemish Earth Ring"
en_2526,"Blemish Source Ring"
en_2527,"Blemish King Earrings"
en_2528,"Blemish Eagle Earrings"
en_2529,"Blemish Spirit Earrings"
en_2530,"Blemish Rock Belt"
en_2531,"Blemish Shining Belt"
en_2532,"Eva's Personal Letter"
en_2533,"Elemental Fossil"
en_2534,"Eva's Zircon"
en_2535,"Eva's Pearl"
en_2536,"Eva's Brocade"
en_2537,"Jeice [Accessory Specialist]"
en_2538,"Loyal"
en_2539,"Wasper"
en_2540,"Chuul"
en_2541,"Scorpionfolk (Eva Island)"
en_2542,"Drake (Eva Island)"
en_2543,"Novice [Teleport Runestones]"
en_2544,"Eva Island Teleporter"
en_2545,"Devil Touch"
en_2546,"Goddess Fruit"
en_2547,"To Eva Island"
en_2548,"EX Death Knight"
en_2549,"EX Shadow Knight Archer"
en_2550,"EX Wasper"
en_2551,"EX Shadow Knight Spear"
en_2552,"Death Knight (Invoice)"
en_2553,"Death Knight (Special)"
en_2554,"Evil Hunter (Special)"
en_2555,"Dark Elder (Special)"
en_2556,"Evil Slayer (Special)"
en_2557,"Baphomet (Special)"
en_2558," [Binded]"
en_2559,"Shadow Knight Spear"
en_2560,"Barbaric Walk"
en_2561,"Blood Sacrifice"
en_2562,"\fw Armor Specialist"
en_2563,"\fw Accesory Specialist"
en_2564,"String stone"
en_2565,"Red Rock Branch"
en_2566,"Red Rock Stone"
en_2567,"Red Rock Scale"
en_2568,"Red Rock Purgatory"
en_2569,"Purgatory Gift"
en_2570,"Taka [Warehouse]"
en_2571,"Tora [Potion Shop]"
en_2572,"Batta [Item Shop]"
en_2573,"Gata [Market]"
en_2574,"Sai [Redeem]"
en_2575,"Gorilla [Armor Specialist]"
en_2576,"Kujak [Clan Administrator]"
en_2577,"Condor [Clan Warehouse Administrator]"
en_2578,"[Warehouse]"
en_2579,"[Potion Shop]"
en_2580,"[Item Shop]"
en_2581,"Zulu [Runes Enchant]"
en_2582,"Tirano [Boss Item Commit Point]"
en_2583,"Lady Rodisa"
en_2584,"General Tyrol"
en_2585,"Cobra"
en_2586,"Vani"
en_2587,"Zul"
en_2588,"Adjutant Horqin"
en_2589,"General Miller"
en_2590,"1级"
en_2591,"2级"
en_2592,"3级"
en_2593,"4级"
en_2594,"5级"
en_2595,"Runes [Weapon]"
en_2596,"Runes [Helmet]"
en_2597,"Runes [Cloak]"
en_2598,"Runes [Armor]"
en_2599,"Runes [Shirt]"
en_2600,"Runes [Gloves]"
en_2601,"Runes [Shoes]"
en_2602,"Runes [Defence]"
en_2603,"Strike"
en_2604,"Focus"
en_2605,"Shoot"
en_2606,"Accurate"
en_2607,"Magic Damage"
en_2608,"Concentrate"
en_2609,"Charisma"
en_2610,"Strength"
en_2611,"Dexterity"
en_2612,"Ethereal"
en_2613,"Water"
en_2614,"Earth"
en_2615,"Fire"
en_2616,"Wind"
en_2617,"Strong"
en_2618,"役魔"
en_2619,"Protect"
en_2620,"Magic Resistance"
en_2621,"Health Point"
en_2622,"Magic Point"
en_2623,"Hard Rock"
en_2624,"Magic fountain"
en_2625,"Water Protect"
en_2626,"Earth Protect"
en_2627,"Wind Protect"
en_2628,"Fire Protect"
en_2629,"Avoid"
en_2630,"Evasion"
en_2631,"HP Regen"
en_2632,"MP Regen"
en_2633,"Attack Immunity"
en_2634,"Magic Immunity"
en_2635,"Attack reduction"
en_2636,"Magic reduction"
en_2637,"Sasoni"
en_2638,"Coley"
en_2639,"提炼魔石"
en_2640,"Shadow Shield"
en_2641,"Hit Up"
en_2642,"Attack Up"
en_2643,"Dark Assassination"
en_2644,"Avoid Up"
en_2645,"Uncanny Dodge"
en_2646,"Stealth"
en_2647,"Shadow Fang"
en_2648,"Bloodfury Scythe"
en_2649,"Curse： Weakness"
en_2650,"Curse： Bleed"
en_2651,"Wind Shadow"
en_2652,"Burning Spirit"
en_2653,"Double Destroy"
en_2654,"蛇罗"
en_2655,"Huge Dwarf General Guard"
en_2656,"Elite Dwarf Archer"
en_2657,"Elite Dwarf Spear"
en_2658,"Truger Treant"
en_2659,"Fire Soul"
en_2660,"Extreme Flame"
en_2661,"Lava Golem"
en_2662,"Fire Lizard"
en_2663,"Lava Giant"
en_2664,"Dwarf General"
en_2665,"Phoniex Shadow"
en_2666,"Army Supplies (Quest)"
en_2667,"Fire Spirit Bead (Quest)"
en_2668,"Ice Spirit Branch (Quest)"
en_2669,"Blue Copper (Quest)"
en_2670,"Round Stone (Quest)"
en_2671,"Magic Hammer (Quest)"
en_2672,"Third Order Equipment Case (Quest)"
en_2673,"Strange Bow (Quest)"
en_2674,"Stone with Runes (Quest)"
en_2675,"A Bag of Stolen Supplies (Quest)"
en_2676,"Dwarf Healing medicine (Quest)"
en_2677,"Dwarf Gems (Quest)"
en_2678,"Advanced Polymorph Material (Quest)"
en_2679,"Hide Valley ticket [Gold Purchase]"
en_2680,"Dwarf Weapon (Quest)"
en_2681,"Dwarf Munitions (Quest)"
en_2682,"Dwarf General Cloak (Quest)"
en_2683,"Treant Mage Wand (Quest)"
en_2684,"Formation Bead (Quest)"
en_2685,"Formation Control Stone (Quest)"
en_2686,"Fire Wolf Claw (Quest)"
en_2687,"Fire Soul Stone (Quest)"
en_2688,"Golem Stone (Quest)"
en_2689,"Fire Melt (Quest)"
en_2690,"Golden hair (Quest)"
en_2691,"Horqin's Report Letter (Quest)"
en_2692,"To Dartford Region"
en_2693,"To Dwarven Fortress and Mount of Fire Region"
en_2694,"Darkness Crystal"
en_2695,"Shadow Crystal"
en_2696,"Curse Crystal"
en_2697,"Thunder"
en_2698,"Sealed 1st Class"
en_2699,"Magnetic Force Cursed"
en_2700,"Specially Made Honey"
en_2701,"Honeycomb Fragments"
en_2702,"Poisonous Mushroom"
en_2703,"Bright Luminous Gem"
en_2704,"Earthenware Pot"
en_2705,"Heavy Chain"
en_2706,"Fire Glossy Ganoderma"
en_2707,"Rare Epiphyllum Specimen"
en_2708,"Rough of Purple Crystal"
en_2709,"Adamant Topa Stone"
en_2710,"Delicious Long Stalk Mushroom"
en_2711,"Burning Maple leaves"
en_2712,"Lv.1 "
en_2713,"Lv.2 "
en_2714,"Lv.3 "
en_2715,"Lv.4 "
en_2716,"Lv.5 "
en_2717,"指定等级卷轴[60级]"
en_2718,"合服庆典券"
en_2719,"生命圣泉礼盒"
en_2720,"轮回奥术礼盒"
en_2721,"Dark Magic Stone"
en_2722,"福气烟花"
en_2723,"聚宝岛藏宝图"
en_2724,"身体健康年糕"
en_2725,"龙马精神丸子"
en_2726,"[Armor Specialist]"
en_2727,"Hide Valley ticket[Oath Purchase]"
en_2728,"200% EXP Cube [Binded]"
en_2729,"250% EXP Cube"
en_2730,"300% EXP Cube [Binded]"
en_2731,"350% EXP Cube"
en_2732,"400% EXP Cube"
en_2733,"Totem (Quest)"
en_2734,"古代的淬体药水"
en_2735,"古代的炼魔药水"
en_2736,"高级生命圣泉礼盒"
en_2737,"高级轮回奥术礼盒"
en_2738,"终极生命圣泉礼盒"
en_2739,"终极轮回奥术礼盒"
en_2740,"终极礼包已购凭证A"
en_2741,"终极礼包已购凭证B"
en_2742,"隐藏之谷·诺"
en_2743,"Scroll of Weapon Protection"
en_2744,"Military Official's Spear"
en_2745,"Priest's Witchcraft Wand"
en_2746,"Purple Flame Dragon Blade"
en_2747,"Holy Warrior:Blade"
en_2748,"Holy Warrior:Huge Sword"
en_2749,"Holy Spirit:Staff"
en_2750,"Holy Spirit:Force Sword"
en_2751,"Holy Wing:Bow"
en_2752,"Red Flame Holy Dragon Blade"
en_2753,"Blue Flame Holy  Dragon Blade"
en_2754,"Holy Warrior:Spear"
en_2755,"Holy Spirit:Witchcraft Wand"
en_2756,"Purple Flame Holy Dragon Blade"
en_2757,"Armistice Helmet"
en_2758,"Magic Swallow Helmet"
en_2759,"Phantom Soft Cap"
en_2760,"Armistice Cloadk"
en_2761,"Magic Swallow Cloak"
en_2762,"Phantom Cloak"
en_2763,"Armistice Armor"
en_2764,"Magic Swallow Armor"
en_2765,"Phantom Soft Armor"
en_2766,"Armistice Shield"
en_2767,"Magic Swallow Shield"
en_2768,"Phantom Shield"
en_2769,"King of Warrior's Shirt"
en_2770,"King of Mage's Shirt"
en_2771,"King of Witcher's Shirt"
en_2772,"Adherent's Shirt"
en_2773,"Armistice Gloves"
en_2774,"Magic Swallow Gloves"
en_2775,"Phantom Gloves"
en_2776,"King of Warrior's Gloves"
en_2777,"King of Mage's Gloves"
en_2778,"King of Witcher's Gloves"
en_2779,"Pluto's Gloves"
en_2780,"Armistice Boots"
en_2781,"Magic Swallow Boots"
en_2782,"Phantom Boots"
en_2783,"King of Warrior's Boots"
en_2784,"King of Mage's Boots"
en_2785,"King of Witcher's Boots"
en_2786,"Pluto's Boots"
en_2787,"风昙"
en_2788,"水樱"
en_2789,"土鹿"
en_2790,"火菊"
en_2791,"梵迪的小提琴"
en_2792,"伏特的陶罐"
en_2793,"提拉的原石"
en_2794,"伏尔坎的火枫叶"
en_2795,"Armistice Set"
en_2796,"Magic Swallow Set"
en_2797,"Phantom Set"
en_2798,"火魂的珍宝娃娃"
en_2799,"火焰极奥的珍宝灯"
en_2800,"熔岩戈伦的珍宝石"
en_2801,"火蜥蜴的珍宝人偶"
en_2802,"熔岩巨人的珍宝链"
en_2803,"幸运四叶草"
en_2804,"Disciple Shirt"
en_2805,"Apostle's Shirt"
en_2806,"Blemish"
en_2807,"Cooling Lava Ore"
en_2808,"Phantom Stone"
en_2809,"Magic Swallow Stone"
en_2810,"Ancient Soul Stone"
en_2811,"Holy Spirit Stone"
en_2812,"Holy Spirit Fragments"
en_2813,"Advanced Holy Spirit Stone"
en_2814,"Ultimate Holy Spirit Stone"
en_2815,"Holly [Holy Weapon]"
en_2816,"赫雷斯[循环任务]"
en_2817,"希亚[圣光洗礼]"
en_2818,"Batley [Upgrade And Synthesis]"
en_2819,"\fw Upgrade And Synthesis"
en_2820,"Battles Glorious Certification"
en_2821,"血之契约"
en_2822,"一等符石礼盒"
en_2823,"二等符石礼盒"
en_2824,"Sealed 2nd Class"
en_2825,"军王之魂"
en_2826,"法王之魂"
en_2827,"巫王之魂"
en_2828,"冥王之魂"
en_2829,"止战之魂一"
en_2830,"止战之魂二"
en_2831,"幻象之魂一"
en_2832,"幻象之魂二"
en_2833,"噬魂之魂一"
en_2834,"噬魂之魂二"
en_2835,"圣·熊地精"
en_2836,"圣·蝎子"
en_2837,"圣·刀锋怪"
en_2838,"圣·亚龙之矛"
en_2839,"圣·邪恶屠戮者"
en_2840,"圣·暗魂骑士长枪手"
en_2841,"\fw Polymorph"
en_2842,"Rika [Bold and Alchemy Refund]"
en_2843," [Polymorph]"
en_2844," [Polymorph]"
en_2845," [EXP Cube]"
en_2846,"\fw Event Shop"
en_2847," [Treasure Island]"
en_2848," [Binded]"
en_2849," [Binded/Limted Time]"
en_2850,"Soul Sacrifice"
en_2851,"Gift of Premium"
en_2852,"Bold and Alchemy Refund Treasure Box"
en_2853,"Premium Raffle Ticket"
en_2854,"\fw Clan Buff"
en_2855,"Delia [Clan Buff]"
en_2856,"Curse Lost"
en_2857,"Final Attack"
en_2858,"角色转移专员"
en_2859,"角色接收专员"
en_2860,"角色改名专员"
en_2861,"角色改名凭证"
en_2862,"Dark Magic Stone Fragement"
en_2863,"Trainee's Dual Blades"
en_2864,"Shining Trainee's Blades"
en_2865,"Shining Trainee's Gaunlet"
en_2866,"Giant Jaw Blades"
en_2867,"Iron Gauntlet"
en_2868,"Dark Devil Blades"
en_2869,"Monster Bone Gauntlet"
en_2870,"Iron Beat Claw"
en_2871,"Blades of Abyss"
en_2872,"Gauntlet of Abyss"
en_2873,"Claw of Abyss"
en_2874,"Holy Abyss"
en_2875,"Holy Abyss Gauntlet"
en_2876,"Holy Abyss Claw"
en_2877,"Lv.4 Power Amulet of Heroism"
en_2878,"Lv.5 Power Amulet of Heroism"
en_2879,"Lv.6 Power Amulet of Heroism"
en_2880,"Throwing Knife"
en_2881,"Triangle Dart"
en_2882,"Cross Shuriken"
en_2883,"Lv.4 Charming Amulet of Heroism"
en_2884,"Lv.5 Charming Amulet of Heroism"
en_2885,"Lv.6 Charming Amulet of Heroism"
en_2886,"菲洛[Dark Magic Stone]"
en_2887,"Dark Elf Magic Dairy Lv.1"
en_2888,"Dark Elf Magic Dairy Lv.2"
en_2889,"Dark Elf Magic Dairy Lv.3"
en_2890,"Practice(Dark Elf Event)"
en_2891,"治愈福袋"
en_2892,"魔能福袋"
en_2893,"加速福袋"
en_2894,"暗夜福袋"
en_2895,"经验魔方福袋"
en_2896,"高级暗夜福袋"
en_2897,"Exp Gift Box(Oath)"
en_2898,"Returner's Gauntlet"
en_2899,"Returner's Blades"
en_2900,"暗夜福袋兑换券"
en_2901,"高级暗夜福袋兑换券"
en_2902,"Dawn Emissary [Armor Specialist]"
en_2903,"Dark Night Emissary [Armor Specialist]"
en_2904,"Primary Clan House"
en_2905,"Intermediate Clan House"
en_2906,"Advanced Clan House"
en_2907,"Intelligence Treasure Box"
en_2908,"Strength Treasure Box"
en_2909,"Dexterity Treasure Box"
en_2910,"Charisma Treasure Box"
en_2911,"Equipment Treasure Box Lv.1"
en_2912,"Equipment Treasure Box Lv.2"
en_2913,"Hide Valley ticket[Oath Purchase]"
en_2914,"Package Purchase Proof"
en_2915,"Advanced Package Purchase Proof"
en_2916,"Hide Valley Practice Stone"
en_2917,"Dual Blades"
en_2918,"Gauntlet"
en_2919,"Iron Claw"
en_2920,"Throwing Knife"
en_2921,"Darkness Blades (Time limited)"
en_2922,"50级冲级礼盒"
en_2923,"60级冲级礼盒"
en_2924,"70级冲级礼盒"
en_2925,"冲级抽奖券"
en_2926,"Advanced Scroll of Armor Protection"
en_2927,"武器受祝福卷轴"
en_2928,"50级冲级抽奖券盒"
en_2929,"55级冲级抽奖券盒"
en_2930,"60级冲级抽奖券盒"
en_2931,"65级冲级抽奖券盒"
en_2932,"70级冲级抽奖券盒"
en_2933,"加血盟经验道具"
en_2934,"Clan Source Treasure Chest [Binded]"
en_2935,"加血盟经验及资源道具"
en_2936,"Teleporter"
en_2937,"Clan House Teleporter"
en_2938,"Clan House Manager"
en_2939,"Scroll of Clan House Teleport"
en_2940,"Death Knight Shadow"
en_2941,"Clan House Auction host"
en_2942,"Sealed Dark Crystal"
en_2943,"Scroll of Polymorph"
en_2944,"Lv.7 Power Amulet of Heroism"
en_2945,"Lv.7 Mana Amulet of Heroism"
en_2946,"Lv.7 Nimble Amulet of Heroism"
en_2947,"Lv.7 Stealth Amulet of Heroism"
en_2948,"Lv.7 Wing Amulet of Heroism"
en_2949,"Destroy Armor"
en_2950,"Blood Wolf"
en_2951,"Fire Dragon"
en_2952,"婕琳 [武器制作]"
en_2953,"魔卡"
en_2954,"To The Ground"
en_2955,"To Next Floor"
en_2956,"To Upper Floor"
en_2957,"To Ancient Tunnel"
en_2958,"To Promise Island Dungeon 2F"
en_2959,"To Maros Dungeon 7F"
en_2960,"To Elven Dungeon 3F"
en_2961,"To Drake Mountain Dungeon 4F"
en_2962,"Clan House"
en_2963,"Advanced Clan House 01"
en_2964,"Advanced Clan House 02"
en_2965,"Intermediate Clan House 01"
en_2966,"Intermediate Clan House 02"
en_2967,"Intermediate Clan House 03"
en_2968,"Intermediate Clan House 04"
en_2969,"Primary Clan House 01"
en_2970,"Primary Clan House 02"
en_2971,"Primary Clan House 03"
en_2972,"Primary Clan House 04"
en_2973,"Primary Clan House 05"
en_2974,"Primary Clan House 06"
en_2975,"Primary Clan House 07"
en_2976,"Primary Clan House 08"
en_2977,"Primary Clan House 09"
en_2978,"Primary Clan House 10"
en_2979,"Primary Clan House 11"
en_2980,"Primary Clan House 12"
en_2981,"Death Knight(Legend)"
en_2982,"Death Knight(Epic)"
en_2983,"Death Knight(Myth)"
en_2984,"血盟的传奇礼盒（一）"
en_2985,"血盟的传奇礼盒（二）"
en_2986,"血盟的传奇礼盒（三）"
en_2987,"血盟的史诗礼盒（一）"
en_2988,"血盟的史诗礼盒（二）"
en_2989,"血盟的史诗礼盒（三）"
en_2990,"血盟的神话礼盒（一）"
en_2991,"血盟的神话礼盒（二）"
en_2992,"血盟的神话礼盒（三）"
en_2993,"Primary Clan Treasure Box"
en_2994,"Intermediate Clan Treasure Box"
en_2995,"Advanced Clan Treasure Box"
en_2996,"Red Eyed Belt"
en_2997,"Antcave Explorer"
en_2998,"死亡骑士[烈焰]"
en_2999,"邪恶狩猎者[曜金]"
en_3000,"黑长者[沧澜]"
en_3001,"邪恶屠戮者[灼炎]"
en_3002,"魅魔妖后[青木]"
en_3003,"极·骨灵骑士"
en_3004,"极·铁甲弓箭手"
en_3005,"极·骨灵祭祀"
en_3006,"极·骨灵战蜥"
en_3007,"极·铁甲狼人"
en_3008,"结晶"
en_3009,"普通结晶"
en_3010,"魔化结晶"
en_3011,"端午活动使者"
en_3012,"近战系列变形礼盒"
en_3013,"施法系列变形礼盒"
en_3014,"长矛系列变形礼盒"
en_3015,"弓箭手系列变形礼盒"
en_3016,"手甲系列变形礼盒"
en_3017,"Clan Shop"
en_3018,"阿修罗·传奇Lv.2"
en_3019,"阿修罗·史诗Lv.2"
en_3020,"阿修罗·神话Lv.2"
en_3021,"阿修罗·传奇Lv.3"
en_3022,"阿修罗·史诗Lv.3"
en_3023,"阿修罗·神话Lv.3"
en_3024,"粽叶"
en_3025,"线绳"
en_3026,"鸭蛋"
en_3027,"咸肉粽"
en_3028,"蛋黄粽"
en_3029,"Treasure Map (Sea Bed)"
en_3030,"西瓜（高级冲击士气）"
en_3031,"香梨（高级激励士气）"
en_3032,"西瓜（中级冲击士气）"
en_3033,"香梨（中级激励士气）"
en_3034,"西瓜（初级冲击士气）"
en_3035,"香梨（初级激励士气）"
en_3036,"仓库管理员"
en_3037,"初等血盟礼盒[阿修罗]"
en_3038,"中等血盟礼盒[阿修罗]"
en_3039,"高等血盟礼盒[阿修罗]"
en_3040,"灵芝"
en_3041,"血盟资源宝箱·橘"
en_3042,"血盟资源宝箱·绯"
en_3043,"血盟资源宝箱·朱"
en_3044,"血盟资源宝箱·碧"
en_3045,"血盟资源宝箱·莲"
en_3046,"血盟资源宝箱·湛"
en_3047,"血盟资源宝箱·黛"
en_3048,"源金·炽"
en_3049,"源金·智"
en_3050,"源金·安"
en_3051,"源金·列"
en_3052,"源金·权"
en_3053,"源金·德"
en_3054,"源金·能"
en_3055,"魅魔妖后(体验)"
en_3056,"地狱裁决者"
en_3057,"火魂·"
en_3058,"火精·"
en_3059,"火魄·"
en_3060,"火神·"
en_3061,"水魂·"
en_3062,"水精·"
en_3063,"水魄·"
en_3064,"水神·"
en_3065,"土魂·"
en_3066,"土精·"
en_3067,"土魄·"
en_3068,"土神·"
en_3069,"风魂·"
en_3070,"风精·"
en_3071,"风魄·"
en_3072,"风神·"
en_3073,"赎罪卷轴"
en_3074,"火狼"
en_3075,"熔岩战士"
en_3076,"熔岩法师"
en_3077,"熔岩弓箭手"
en_3078,"龙笼草"
en_3079,"戈爪草"
en_3080,"小型侦查天眼"
en_3081,"大型侦查天眼"
en_3082,"格劳龙火山地监"
en_3083,"破碎的神息源石"
en_3084,"戒指瑕疵礼盒"
en_3085,"耳环瑕疵礼盒"
en_3086,"腰带瑕疵礼盒"
en_3087,"武器强化保护卷轴[限时6小时](绑定)"
en_3088,"武器强化保护卷轴[限时24小时](绑定)"
en_3089,"武器强化保护卷轴"
en_3090,"武器强化保护卷轴(绑定)"
en_3091,"凯西[经验魔方]"
en_3092,"Lv.2 "
en_3093,"伊娃的哀伤之泪"
en_3094,"烈焰不死鸟"
en_3095,"力纹经验礼盒"
en_3096,"敏纹经验礼盒"
en_3097,"智纹经验礼盒"
en_3098,"经验魔方礼盒"
en_3099,"骑士幸运礼盒"
en_3100,"王族幸运礼盒"
en_3101,"精灵幸运礼盒"
en_3102,"法师幸运礼盒"
en_3103,"暗夜精灵幸运礼盒"
en_3104,"初级魔卡宝箱"
en_3105,"普通魔卡宝箱"
en_3106,"高级魔卡宝箱"
en_3107,"终极魔卡宝箱"
en_3108,"初心者之箭"
en_3109,"天神福佑·活动使者"
en_3110,"万能药商人"
en_3111,"天神曙光·活动使者"
en_3112,"天神抽奖券"
en_3113,"虚空魅影"
en_3114,"天神福泽·活动使者"
en_3115,"骑士恩泽礼盒"
en_3116,"王族恩泽礼盒"
en_3117,"精灵恩泽礼盒"
en_3118,"法师恩泽礼盒"
en_3119,"暗夜精灵恩泽礼盒"
en_3120,"55等冲级礼盒"
en_3121,"65等冲级礼盒"
en_3122,"变形魔法棒"
en_3123,"妖魔城堡"
en_3124,"达特福德城堡"
en_3125,"虚空使者"
en_3126,"攻城战传送师"
en_3127,"城主礼盒"
en_3128,"血盟升级礼盒一"
en_3129,"血盟升级礼盒二"
en_3130,"等级"
en_3131,"先锋泥龙"
en_3132,"丰收庆典烟花"
en_3133,"丰收庆典-活动使者"
en_3134,"丰收庆典入场券"
en_3135,"丰收庆典抽奖券"
en_3136,"变异的"
en_3137,"·初生体"
en_3138,"·进化体"
en_3139,"·完全体"
en_3140,"·超级体"
en_3141,"·究极体"
en_3142,"地精王"
en_3143,"毒蝎王"
en_3144,"荒龙王"
en_3145,"魂骑王"
en_3146,"实验室·传送师"
en_3147,"通道守护·矢利安"
en_3148,"实验室·补给员"
en_3149,"地下试验场专用传送卷"
en_3150,"丰收庆典兑换券"
en_3151,"丰收种子"
en_3152,"传送控制石商人"
en_3153,"直播积分"
en_3154,"Teon直播勋章"
en_3155,"直播勋章源力石"
en_3156,"直播积分兑换使者"
en_3157,"羁绊1"
en_3158,"羁绊2"
en_3159,"奥力给[助力练功]"
en_3160,"排行奖励礼盒"
en_3161,"三阶武器强化保护卷轴[限时6小时](绑定)"
en_3162,"破旧的高级藏宝图兑换券"
en_3163,"军团新兵"
en_3164,"军团精锐"
en_3165,"军团铁骑"
en_3166,"军团战王"
en_3167,"王国新秀"
en_3168,"王国菁英"
en_3169,"王国策士"
en_3170,"王国统领"
en_3171,"法师学徒"
en_3172,"见习法师"
en_3173,"大法师"
en_3174,"雷霆法师"
en_3175,"草木之灵"
en_3176,"森林之影"
en_3177,"自然之力"
en_3178,"元素使"
en_3179,"暗夜之子"
en_3180,"暗夜之刺"
en_3181,"暗夜鬼蝠"
en_3182,"暗夜罗刹"
en_3183,"後起之秀"
en_3184,"百战不屈"
en_3185,"战无不胜"
en_3186,"不朽传奇"
en_3187,"一代战神"
en_3188,"挑战沙漏Ⅰ"
en_3189,"挑战沙漏Ⅱ"
en_3190,"挑战沙漏Ⅲ"
en_3191,"挑战沙漏Ⅳ"
en_3192,"蚁砂"
en_3193,"镜灵石"
en_3194,"魔魂"
en_3195,"烈焰石"
en_3196,"泥龙的尖牙"
en_3197,"荒龙的角"
en_3198,"海王的号角"
en_3199,"不死鸟的泪晶"
en_3200,"噬魔之晶"
en_3201,"不死鸟蜕落的鳞片"
en_3202,"战神艾斯的仆从[职业称号]"
en_3203,"神殒之杖"
en_3204,"覆海之泪"
en_3205,"亡灵之珠"
en_3206,"魔殒之石"
en_3207,"殒落之骸"
en_3208,"复仇者"
en_3209,"掠夺者"
en_3210,"戮杀者"
en_3211,"破坏者"
en_3212,"潜望者"
en_3213,"凛风者"
en_3214,"狙击者"
en_3215,"御魔者"
en_3216,"御法者"
en_3217,"歼击者"
en_3218,"精英"
en_3219,"史诗"
en_3220,"传说"
en_3221,"神话"
en_3222,"远古"
en_3223,"紫晶"
en_3224,"幻晶"
en_3225,"祁浩[职业称号]"
en_3226,"城主"
en_3227,"巴风特的执念"
en_3228,"死神玛丽亚[死神乐园]"
en_3229,"血月之章"
en_3230,"死神晶币"
en_3231,"称号[後起之秀]解锁凭证"
en_3232,"称号[百战不屈]解锁凭证"
en_3233,"称号[战无不胜]解锁凭证"
en_3234,"称号[不朽传奇]解锁凭证"
en_3235,"称号[一代战神]解锁凭证"
en_3236,"死神玛丽亚[休息室]"
en_3237,"\fW战场祝福"
en_3238,"死神玛丽亚[战场祝福]"
en_3239,"蓝方守护塔"
en_3240,"红方守护塔"
en_3241,"梅丽[追忆之岛]"
en_3242,"死灵骷颅"
en_3243,"骷颅领主"
en_3244,"恶魔地狱犬"
en_3245,"恶魔地狱犬首领"
en_3246,"骷髅斧手"
en_3247,"夏洛柏"
en_3248,"托尼[周游商人]"
en_3249,"巴风特[熔岩]"
en_3250,"极·熔岩法师"
en_3251,"极·熔岩弓箭手"
en_3252,"追忆·"
en_3253,"一阶饰品保护卷轴"
en_3254,"二阶饰品保护卷轴"
en_3255,"元素礼盒（小）"
en_3256,"装备材料礼包"
en_3257,"瑕疵武器礼包"
en_3258,"瑕疵防具礼包"
en_3259,"特效符石"
en_3260,"止戈令"
en_3261,"止戈[寒月嘉奖]"
en_3262,"追忆·布伦丹"
en_3263,"追忆·库力特"
en_3264,"冰雪节活动使者"
en_3265,"炼魂源晶"
en_3266,"打孔槌子"
en_3267,"攻击魂石"
en_3268,"防御魂石"
en_3269,"特殊魂石"
en_3270,"魂石福袋(大)"
en_3271,"魂石福袋(小)"
en_3272,"雪花"
en_3273,"夹心糖"
en_3274,"拐杖糖"
en_3275,"冰雪节抽奖券"
en_3276,"通往劳华地区"
en_3277,"冰雪节兑换券"
en_3278,"影魂岛入场券"
en_3279,"棒棒糖"
en_3280,"伊泽 [药店]"
en_3281,"塔比 [武器店]"
en_3282,"瑞贝卡 [防具店]"
en_3283,"贝塔 [装备制作]"
en_3284,"普朗克 [装备强化]"
en_3285,"强森"
en_3286,"艾雅"
en_3287,"伊利斯"
en_3288,"凯亚"
en_3289,"莉莉丝"
en_3290,"埃利亚"
en_3291,"艾迪"
en_3292,"博迪"
en_3293,"亲卫·"
en_3294,"城堡巫医"
en_3295,"克利尔"
en_3296,"克里斯"
en_3297,"诺克"
en_3298,"伊利"
en_3299,"恩雅"
en_3300,"纳尔 [药店]"
en_3301,"可莉 [道具店]"
en_3302,"艾瑞 [武器店]"
en_3303,"瑞思 [防具店]"
en_3304,"安达"
en_3305,"狮鹫"
en_3306,"恶魔长者"
en_3307,"勘察师"
en_3308,"丛林蜥战士"
en_3309,"丛林兽弓手"
en_3310,"丛林蜥弓手"
en_3311,"徘徊的怨念"
en_3312,"伯特伦的介绍信"
en_3313,"记录着奇怪信息的卷轴"
en_3314,"《劳华信息集录》"
en_3315,"恩雅亲卫的谢礼"
en_3316,"药铲"
en_3317,"珍稀人参果"
en_3318,"落地生"
en_3319,"帕罗叶"
en_3320,"刺魂草"
en_3321,"忏悔之泪"
en_3322,"[药瓶]"
en_3323,"劳华卫兵"
en_3324,"劳华地监守卫"
en_3325,"受伤的守卫"
en_3326,"空药瓶"
en_3327,"狮鹫的利爪"
en_3328,"独眼巨人的棍棒"
en_3329,"丛林蜥的皮"
en_3330,"豺狼人的爪"
en_3331,"补给药箱"
en_3332,"伞萝"
en_3333,"萨茜"
en_3334,"爱丽儿"
en_3335,"诺娜"
en_3336,"蕊希"
en_3337,"钢铁胫甲"
en_3338,"风护胫甲"
en_3339,"Lv.2 风护胫甲"
en_3340,"Lv.3 风护胫甲"
en_3341,"火护胫甲"
en_3342,"Lv.2 火护胫甲"
en_3343,"Lv.3 火护胫甲"
en_3344,"水护胫甲"
