tw_0,$0
tw_2690,"金毛（任务物品）"
tw_2691,"科沁的匯報信（任务物品）"
tw_2692,"通往達特福德地區"
tw_2693,"通往侏儒城堡與火山地區"
tw_2694,"暗晶石"
tw_2695,"暗影晶石"
tw_2696,"詛咒晶石"
tw_2697,"雷魔法"
tw_2698,"被封印的一等"
tw_2699,"磁力魔咒"
tw_2700,"特製的蜂蜜"
tw_2701,"蜂巢碎片"
tw_2702,"有毒的蘑菇"
tw_2703,"耀眼的夜光寶石"
tw_2704,"土製陶罐"
tw_2705,"沉重的鐵鍊"
tw_2706,"火靈芝"
tw_2707,"珍稀的曇花標本"
tw_2708,"紫色水晶原石"
tw_2709,"堅硬的托帕石"
tw_2710,"美味的長柄菇"
tw_2711,"燃燒的楓葉"
tw_2712,"一等"
tw_2713,"二等"
tw_2714,"三等"
tw_2715,"四等"
tw_2716,"五等"
tw_2717,"指定等級卷軸[60等]"
tw_2718,"合服慶典券"
tw_2719,"生命聖泉禮盒"
tw_2720,"輪迴奧術禮盒"
tw_2721,"暗夜魔石"
tw_2722,"福氣煙花"
tw_2723,"聚寶島藏寶圖"
tw_2724,"身體健康年糕"
tw_2725,"龍馬精神丸子"
tw_2726,"阿布納 [裝備製作]"
tw_2727,"[隱藏之谷·誓]入場券"
tw_2728,"2倍經驗魔方"
tw_2729,"2.5倍經驗魔方"
tw_2730,"3倍經驗魔方"
tw_2731,"3.5倍經驗魔方"
tw_2732,"4倍經驗魔方"
tw_2733,"圖騰（任務道具）"
tw_2734,"古代的淬體藥水"
tw_2735,"古代的煉魔藥水"
tw_2736,"高級生命聖泉禮盒"
tw_2737,"高級輪迴奧術禮盒"
tw_2738,"終極生命聖泉禮盒"
tw_2739,"終極輪迴奧術禮盒"
tw_2740,"終極禮包已購憑證A"
tw_2741,"終極禮包已購憑證B"
tw_2742,"隱藏之谷·諾"
tw_2743,"武器保護卷軸"
tw_2744,"武官之矛"
tw_2745,"神官巫杖"
tw_2746,"紫焰龍刃"
tw_2747,"聖武之刃"
tw_2748,"聖武巨劍"
tw_2749,"聖靈法杖"
tw_2750,"聖靈力劍"
tw_2751,"聖翼之弓"
tw_2752,"赤焰聖龍之牙"
tw_2753,"藍焰聖龍之牙"
tw_2754,"聖武之矛"
tw_2755,"聖靈巫杖"
tw_2756,"紫焰聖龍之刃"
tw_2757,"止戰頭盔"
tw_2758,"噬魔頭盔"
tw_2759,"幻象軟帽"
tw_2760,"止戰披風"
tw_2761,"噬魔斗篷"
tw_2762,"幻象披風"
tw_2763,"止戰鎧甲"
tw_2764,"噬魔鎧甲"
tw_2765,"幻象軟甲"
tw_2766,"止戰之盾"
tw_2767,"噬魔之盾"
tw_2768,"幻象之盾"
tw_2769,"軍王T恤"
tw_2770,"法王T恤"
tw_2771,"巫王T恤"
tw_2772,"信徒T恤"
tw_2773,"止戰手套"
tw_2774,"噬魔手套"
tw_2775,"幻象手套"
tw_2776,"軍王手套"
tw_2777,"法王手套"
tw_2778,"巫王手套"
tw_2779,"冥王手套"
tw_2780,"止戰長靴"
tw_2781,"噬魔長靴"
tw_2782,"幻象長靴"
tw_2783,"軍王長靴"
tw_2784,"法王長靴"
tw_2785,"巫王長靴"
tw_2786,"冥王長靴"
tw_2787,"風曇"
tw_2788,"水櫻"
tw_2789,"土鹿"
tw_2790,"火菊"
tw_2791,"梵迪的小提琴"
tw_2792,"伏特的陶罐"
tw_2793,"提拉的原石"
tw_2794,"伏爾坎的火楓葉"
tw_2795,"止戰套裝"
tw_2796,"噬魔套裝"
tw_2797,"幻象套裝"
tw_2798,"火魂的珍寶娃娃"
tw_2799,"火焰極奧的珍寶燈"
tw_2800,"熔岩戈倫的珍寶石"
tw_2801,"火蜥蜴的珍寶人偶"
tw_2802,"熔岩巨人的珍寶鏈"
tw_2803,"幸運四葉草"
tw_2804,"門徒T恤"
tw_2805,"使徒T恤"
tw_2806,"瑕疵的"
tw_2807,"冷卻的熔岩礦石"
tw_2808,"幻象石"
tw_2809,"吞噬魔石"
tw_2810,"古代魂石"
tw_2811,"聖靈石"
tw_2812,"聖靈碎片"
tw_2813,"高級聖靈石"
tw_2814,"終極聖靈石"
tw_2815,"賀莉[聖武]"
tw_2816,"赫雷斯[循環任務]"
tw_2817,"希亞[聖光洗禮]"
tw_2818,"巴特利[升等合成]"
tw_2819,"\fW升等合成"
tw_2820,"歷戰之證"
tw_2821,"血之契約"
tw_2822,"一等符石禮盒"
tw_2823,"二等符石禮盒"
tw_2824,"被封印的二等"
tw_2825,"軍王之魂"
tw_2826,"法王之魂"
tw_2827,"巫王之魂"
tw_2828,"冥王之魂"
tw_2829,"止戰之魂一"
tw_2830,"止戰之魂二"
tw_2831,"幻象之魂一"
tw_2832,"幻象之魂二"
tw_2833,"噬魂之魂一"
tw_2834,"噬魂之魂二"
tw_2835,"聖·熊地精"
tw_2836,"聖·蠍子"
tw_2837,"聖·刀鋒怪"
tw_2838,"聖·亞龍之矛"
tw_2839,"聖·邪惡屠戮者"
tw_2840,"聖·暗魂騎士長槍手"
tw_2841,"\fW變形"
tw_2842,"麗卡[淬體煉魔]"
tw_2843,"普特拉[變形]"
tw_2844,"忒克那[變形]"
tw_2845,"鼠萊財[經驗魔方]"
tw_2846,"\fW活動商店"
tw_2847,"鼠萊寶[聚寶島]"
tw_2848,"[綁定]"
tw_2849,"[綁定限時]"
tw_2850,"獻靈禁咒"
tw_2851,"天選者之禮"
tw_2852,"淬體煉魔禮盒"
tw_2853,"天選抽獎券·壹"
tw_2854,"\fW城堡稱號"
tw_2855,"德里亞[城堡稱號]"
tw_2856,"詛咒·失魂"
tw_2857,"致命一擊"
tw_2858,"角色轉移專員"
tw_2859,"角色接收專員"
tw_2860,"角色改名專員"
tw_2861,"角色改名憑證"
tw_2862,"暗夜魔石碎片"
tw_2863,"初心者雙刀"
tw_2864,"閃亮的初心者雙刀"
tw_2865,"閃亮的初心者手甲"
tw_2866,"巨顎雙刀"
tw_2867,"鐵手甲"
tw_2868,"黑魔雙刀"
tw_2869,"魔骨手甲"
tw_2870,"野獸鋼爪"
tw_2871,"阿比斯雙刃"
tw_2872,"阿比斯手甲"
tw_2873,"阿比斯之爪"
tw_2874,"聖淵雙刃"
tw_2875,"聖淵手甲"
tw_2876,"聖淵之爪"
tw_2877,"暗·英雄項鏈Lv.4"
tw_2878,"暗·英雄項鏈Lv.5"
tw_2879,"暗·英雄項鏈Lv.6"
tw_2880,"飛刀"
tw_2881,"三角飛鏢"
tw_2882,"十字手裡劍"
tw_2883,"翼·英雄項鏈Lv.4"
tw_2884,"翼·英雄項鏈Lv.5"
tw_2885,"翼·英雄項鏈Lv.6"
tw_2886,"菲洛[暗夜魔石]"
tw_2887,"暗夜精靈魔法筆記Ⅰ"
tw_2888,"暗夜精靈魔法筆記Ⅱ"
tw_2889,"暗夜精靈魔法筆記Ⅲ"
tw_2890,"米洛茲[全民練功]"
tw_2891,"治癒福袋"
tw_2892,"魔能福袋"
tw_2893,"加速福袋"
tw_2894,"暗夜福袋"
tw_2895,"經驗魔方福袋兌換券"
tw_2896,"高級暗夜福袋"
tw_2897,"經驗魔方福袋"
tw_2898,"先賢者手甲"
tw_2899,"先賢者雙刀"
tw_2900,"暗夜福袋兌換券"
tw_2901,"高級暗夜福袋兌換券"
tw_2902,"黎明使者[裝備製作]"
tw_2903,"暗夜使者[裝備製作]"
tw_2904,"初級盟屋"
tw_2905,"中級盟屋"
tw_2906,"高級盟屋"
tw_2907,"智力禮盒"
tw_2908,"力量禮盒"
tw_2909,"敏捷禮盒"
tw_2910,"毅力禮盒"
tw_2911,"裝備禮盒[一階]"
tw_2912,"裝備禮盒[二階]"
tw_2913,"[隱藏之谷·誓]入場券"
tw_2914,"[活動]普通套票已購憑證"
tw_2915,"[活動]高級套票已購憑證"
tw_2916,"[活動]隱谷練功石"
tw_2917,"雙刀"
tw_2918,"手甲"
tw_2919,"鋼爪"
tw_2920,"飛刀"
tw_2921,"暗夜雙刀（限時）"
tw_2922,"50等衝等禮盒"
tw_2923,"60等衝等禮盒"
tw_2924,"70等衝等禮盒"
tw_2925,"衝級抽獎券"
tw_2926,"高級裝備保護卷軸"
tw_2927,"武器受祝福卷軸"
tw_2928,"50等衝級抽獎券盒"
tw_2929,"55等衝級抽獎券盒"
tw_2930,"60等衝級抽獎券盒"
tw_2931,"65等衝級抽獎券盒"
tw_2932,"70等衝級抽獎券盒"
tw_2933,"加血盟經驗道具"
tw_2934,"血盟資源寶箱(綁定)"
tw_2935,"加血盟經驗及資源道具"
tw_2936,"傳送師"
tw_2937,"盟屋傳送師"
tw_2938,"盟屋管理員"
tw_2939,"盟屋傳送卷軸"
tw_2940,"死亡騎士的虛影"
tw_2941,"盟屋競拍主持人"
tw_2942,"被封印的暗晶石"
tw_2943,"變形卷軸盒子"
tw_2944,"力·英雄項錬Lv.7"
tw_2945,"魔·英雄項錬Lv.7"
tw_2946,"敏·英雄項錬Lv.7"
tw_2947,"暗·英雄項錬Lv.7"
tw_2948,"翼·英雄項錬Lv.7"
tw_2949,"破壞盔甲"
tw_2950,"血狼"
tw_2951,"極·火龍人"
tw_2952,"婕琳[武器製作]"
tw_2953,"魔卡"
tw_2954,"通往地面"
tw_2955,"通往下一層"
tw_2956,"通往上一層"
tw_2957,"通往古老隧道"
tw_2958,"通往應許之島地監2層"
tw_2959,"通往馬洛斯地監7層"
tw_2960,"通往精靈地監3層"
tw_2961,"通往德雷克山嶽地監4層"
tw_2962,"通往血盟小屋"
tw_2963,"高級盟屋01"
tw_2964,"高級盟屋02"
tw_2965,"中級盟屋01"
tw_2966,"中級盟屋02"
tw_2967,"中級盟屋03"
tw_2968,"中級盟屋04"
tw_2969,"初級盟屋01"
tw_2970,"初級盟屋02"
tw_2971,"初級盟屋03"
tw_2972,"初級盟屋04"
tw_2973,"初級盟屋05"
tw_2974,"初級盟屋06"
tw_2975,"初級盟屋07"
tw_2976,"初級盟屋08"
tw_2977,"初級盟屋09"
tw_2978,"初級盟屋10"
tw_2979,"初級盟屋11"
tw_2980,"初級盟屋12"
tw_2981,"阿修羅·傳奇Lv.1"
tw_2982,"阿修羅·史詩Lv.1"
tw_2983,"阿修羅·神話Lv.1"
tw_2984,"血盟的傳奇禮盒（一）"
tw_2985,"血盟的傳奇禮盒（二）"
tw_2986,"血盟的傳奇禮盒（三）"
tw_2987,"血盟的史詩禮盒（一）"
tw_2988,"血盟的史詩禮盒（二）"
tw_2989,"血盟的史詩禮盒（三）"
tw_2990,"血盟的神話禮盒（一）"
tw_2991,"血盟的神話禮盒（二）"
tw_2992,"血盟的神話禮盒（三）"
tw_2993,"初等血盟禮盒[死亡騎士]"
tw_2994,"中等血盟禮盒[死亡騎士]"
tw_2995,"高等血盟禮盒[死亡騎士]"
tw_2996,"紅眼腰帶"
tw_2997,"蟻洞探險者"
tw_2998,"死亡騎士[烈焰]"
tw_2999,"邪惡狩獵者[曜金]"
tw_3000,"黑長者[滄瀾]"
tw_3001,"邪惡屠戮者[灼炎]"
tw_3002,"魅魔妖后[青木]"
tw_3003,"極·骨靈騎士"
tw_3004,"極·鐵甲弓箭手"
tw_3005,"極·骨靈祭祀"
tw_3006,"極·骨靈戰蜥"
tw_3007,"極·鐵甲狼人"
tw_3008,"結晶"
tw_3009,"普通結晶"
tw_3010,"魔化結晶"
tw_3011,"端午活動使者"
tw_3012,"近戰系列變形禮盒"
tw_3013,"施法系列變形禮盒"
tw_3014,"長矛系列變形禮盒"
tw_3015,"弓箭手系列變形禮盒"
tw_3016,"手甲系列變形禮盒"
tw_3017,"盟屋商店"
tw_3018,"阿修羅·傳奇Lv.2"
tw_3019,"阿修羅·史詩Lv.2"
tw_3020,"阿修羅·神話Lv.2"
tw_3021,"阿修羅·傳奇Lv.3"
tw_3022,"阿修羅·史詩Lv.3"
tw_3023,"阿修羅·神話Lv.3"
tw_3024,"幻彩貝殼"
tw_3025,"粽葉"
tw_3026,"線繩"
tw_3027,"鹹肉粽"
tw_3028,"蛋黃粽"
tw_3029,"海底深淵藏寶圖"
tw_3030,"西瓜（高級衝擊士氣）"
tw_3031,"香梨（高級激勵士氣）"
tw_3032,"西瓜（中級衝擊士氣）"
tw_3033,"香梨（中級激勵士氣）"
tw_3034,"西瓜（初級衝擊士氣）"
tw_3035,"香梨（初級激勵士氣）"
tw_3036,"倉庫管理員"
tw_3037,"初等血盟禮盒[阿修羅]"
tw_3038,"中等血盟禮盒[阿修羅]"
tw_3039,"高等血盟禮盒[阿修羅]"
tw_3040,"靈芝"
tw_3041,"血盟資源寶箱·橘"
tw_3042,"血盟資源寶箱·緋"
tw_3043,"血盟資源寶箱·朱"
tw_3044,"血盟資源寶箱·碧"
tw_3045,"血盟資源寶箱·蓮"
tw_3046,"血盟資源寶箱·湛"
tw_3047,"血盟資源寶箱·黛"
tw_3048,"源金·熾"
tw_3049,"源金·智"
tw_3050,"源金·安"
tw_3051,"源金·列"
tw_3052,"源金·權"
tw_3053,"源金·德"
tw_3054,"源金·能"
tw_3055,"魅魔妖后(體驗)"
tw_3056,"地獄裁決者"
tw_3057,"火魂·"
tw_3058,"火精·"
tw_3059,"火魄·"
tw_3060,"火神·"
tw_3061,"水魂·"
tw_3062,"水精·"
tw_3063,"水魄·"
tw_3064,"水神·"
tw_3065,"土魂·"
tw_3066,"土精·"
tw_3067,"土魄·"
tw_3068,"土神·"
tw_3069,"風魂·"
tw_3070,"風精·"
tw_3071,"風魄·"
tw_3072,"風神·"
tw_3073,"贖罪卷軸"
tw_3074,"火狼"
tw_3075,"熔岩戰士"
tw_3076,"熔岩法師"
tw_3077,"熔岩弓箭手"
tw_3078,"龍籠草"
tw_3079,"戈爪草"
tw_3080,"小型偵查天眼"
tw_3081,"大型偵查天眼"
tw_3082,"格勞龍火山地監"
tw_3083,"破碎的神息源石"
tw_3084,"戒指瑕疵禮盒"
tw_3085,"耳環瑕疵禮盒"
tw_3086,"腰帶瑕疵禮盒"
tw_3087,"武器強化保護卷軸[限時6小時](綁定)"
tw_3088,"武器強化保護卷軸[限時24小時](綁定)"
tw_3089,"武器強化保護卷軸"
tw_3090,"武器強化保護卷軸(綁定)"
tw_3091,"凱西[經驗魔方]"
tw_3092,"Lv.2"
tw_3093,"伊娃的哀傷之淚"
tw_3094,"烈焰不死鳥"
tw_3095,"力紋經驗禮盒"
tw_3096,"敏紋經驗禮盒"
tw_3097,"智紋經驗禮盒"
tw_3098,"經驗魔方禮盒"
tw_3099,"騎士幸運禮盒"
tw_3100,"王族幸運禮盒"
tw_3101,"精靈幸運禮盒"
tw_3102,"法師幸運禮盒"
tw_3103,"暗夜精靈幸運禮盒"
tw_3104,"初級魔卡寶箱"
tw_3105,"普通魔卡寶箱"
tw_3106,"高級魔卡寶箱"
tw_3107,"終極魔卡寶箱"
tw_3108,"初心者之箭"
tw_3109,"天神福佑·活動使者"
tw_3110,"萬能藥商人"
tw_3111,"天神曙光·活動使者"
tw_3112,"天神抽獎券"
tw_3113,"虛空魅影"
tw_3114,"天神福澤·活動使者"
tw_3115,"騎士恩澤禮盒"
tw_3116,"王族恩澤禮盒"
tw_3117,"精靈恩澤禮盒"
tw_3118,"法師恩澤禮盒"
tw_3119,"暗夜精靈恩澤禮盒"
tw_3120,"55等衝等禮盒"
tw_3121,"65等衝等禮盒"
tw_3122,"變形魔法棒"
tw_3123,"妖魔城堡"
tw_3124,"達特福德城堡"
tw_3125,"虛空使者"
tw_3126,"攻城戰傳送師"
tw_3127,"城主禮盒"
tw_3128,"血盟升級禮盒一"
tw_3129,"血盟升級禮盒二"
tw_3130,"等級"
tw_3131,"先鋒泥龍"
tw_3132,"豐收慶典煙花"
tw_3133,"豐收慶典-活動使者"
tw_3134,"豐收慶典入場券"
tw_3135,"豐收慶典抽獎券"
tw_3136,"變異的"
tw_3137,"·初生體"
tw_3138,"·進化體"
tw_3139,"·完全體"
tw_3140,"·超級體"
tw_3141,"·究極體"
tw_3142,"地精王"
tw_3143,"毒蝎王"
tw_3144,"荒龍王"
tw_3145,"魂騎王"
tw_3146,"實驗室·傳送師"
tw_3147,"通道守護·矢利安"
tw_3148,"實驗室·補給員"
tw_3149,"地下試驗場專用傳送卷"
tw_3150,"豐收慶典兌換券"
tw_3151,"豐收種子"
tw_3152,"傳送控制石商人"
tw_3153,"直播積分"
tw_3154,"Teon直播勛章"
tw_3155,"直播勛章源力石"
tw_3156,"直播積分兌換使者"
tw_3157,"羈絆1"
tw_3158,"羈絆2"
tw_3159,"奧力給[助力練功]"
tw_3160,"排行獎勵禮盒"
tw_3161,"三階武器強化保護卷軸[限時6小時](綁定)"
tw_3162,"破舊的高級藏寶圖兌換券"
tw_3163,"軍團新兵"
tw_3164,"軍團精銳"
tw_3165,"軍團鐵騎"
tw_3166,"軍團戰王"
tw_3167,"王國新秀"
tw_3168,"王國菁英"
tw_3169,"王國策士"
tw_3170,"王國統領"
tw_3171,"法師學徒"
tw_3172,"見習法師"
tw_3173,"大法師"
tw_3174,"雷霆法師"
tw_3175,"草木之靈"
tw_3176,"森林之影"
tw_3177,"自然之力"
tw_3178,"元素使"
tw_3179,"暗夜之子"
tw_3180,"暗夜之刺"
tw_3181,"暗夜鬼蝠"
tw_3182,"暗夜羅剎"
tw_3183,"後起之秀"
tw_3184,"百戰不屈"
tw_3185,"戰無不勝"
tw_3186,"不朽傳奇"
tw_3187,"一代戰神"
tw_3188,"挑戰沙漏Ⅰ"
tw_3189,"挑戰沙漏Ⅱ"
tw_3190,"挑戰沙漏Ⅲ"
tw_3191,"挑戰沙漏Ⅳ"
tw_3192,"蟻砂"
tw_3193,"鏡靈石"
tw_3194,"魔魂"
tw_3195,"烈焰石"
tw_3196,"泥龍的尖牙"
tw_3197,"荒龍的角"
tw_3198,"海王的號角"
tw_3199,"不死鳥的淚晶"
tw_3200,"噬魔之晶"
tw_3201,"不死鳥蜕落的鱗片"
tw_3202,"戰神艾斯的僕從[職業稱號]"
tw_3203,"神殞之杖"
tw_3204,"覆海之淚"
tw_3205,"亡靈之珠"
tw_3206,"魔殞之石"
tw_3207,"殞落之骸"
tw_3208,"復仇者"
tw_3209,"掠奪者"
tw_3210,"戮殺者"
tw_3211,"破壞者"
tw_3212,"潛望者"
tw_3213,"凜風者"
tw_3214,"狙擊者"
tw_3215,"御魔者"
tw_3216,"御法者"
tw_3217,"殲擊者"
tw_3218,"精英"
tw_3219,"史詩"
tw_3220,"傳說"
tw_3221,"神話"
tw_3222,"遠古"
tw_3223,"紫晶"
tw_3224,"幻晶"
tw_3225,"祁浩[職業稱號]"
tw_3226,"城主"
tw_3227,"巴風特的執念"
tw_3228,"死神瑪麗亞[死神樂園]"
tw_3229,"血月之章"
tw_3230,"死神晶幣"
tw_3231,"稱號[後起之秀]解鎖憑證"
tw_3232,"稱號[百戰不屈]解鎖憑證"
tw_3233,"稱號[戰無不勝]解鎖憑證"
tw_3234,"稱號[不朽傳奇]解鎖憑證"
tw_3235,"稱號[一代戰神]解鎖憑證"
tw_3236,"死神瑪麗亞[休息室]"
tw_3237,"\fW戰場祝福"
tw_3238,"死神瑪麗亞[戰場祝福]"
tw_3239,"藍方守護塔"
tw_3240,"紅方守護塔"
tw_3241,"梅麗[追憶之島]"
tw_3242,"死靈骷髏"
tw_3243,"死靈骷髏首領"
tw_3244,"嗜血骷髏"
tw_3245,"嗜血骷髏首領"
tw_3246,"骷髏斧手"
tw_3247,"夏洛柏"
tw_3248,"托尼[周遊商人]"
tw_3249,"巴風特[熔岩]"
tw_3250,"極·熔岩法師"
tw_3251,"極·熔岩弓箭手"
tw_3252,"追憶·"
tw_3253,"一階飾品保護卷軸"
tw_3254,"二階飾品保護卷軸"
tw_3255,"元素禮盒（小）"
tw_3256,"裝備材料禮包"
tw_3257,"瑕疵武器禮包"
tw_3258,"瑕疵防具禮包"
tw_3259,"特效符石"
tw_3260,"止戈令"
tw_3261,"止戈[寒月嘉獎]"
tw_3262,"追憶·布倫丹"
tw_3263,"追憶·庫力特"
tw_3264,"海賊寶藏活動使者"
tw_3265,"煉魂源晶"
tw_3266,"打孔槌子"
tw_3267,"攻擊魂石"
tw_3268,"防禦魂石"
tw_3269,"特殊魂石"
tw_3270,"魂石福袋(大)"
tw_3271,"魂石福袋(小)"
tw_3272,"雪花"
tw_3273,"夾心糖"
tw_3274,"拐杖糖"
tw_3275,"冰雪節抽獎券"
tw_3276,"通往勞華地區"
tw_3277,"冰雪節兌換券"
tw_3278,"影魂島入場券"
tw_3279,"棒棒糖"
tw_3280,"伊澤 [藥店]"
tw_3281,"塔比 [武器店]"
tw_3282,"瑞貝卡 [防具店]"
tw_3283,"貝塔 [裝備製作]"
tw_3284,"普朗克 [裝備強化]"
tw_3285,"強森"
tw_3286,"艾雅"
tw_3287,"伊利斯"
tw_3288,"凱亞"
tw_3289,"莉莉絲"
tw_3290,"埃利亞"
tw_3291,"艾迪"
tw_3292,"博迪"
tw_3293,"親衛·"
tw_3294,"城堡巫醫"
tw_3295,"克利爾"
tw_3296,"克里斯"
tw_3297,"諾克"
tw_3298,"伊利"
tw_3299,"恩雅"
tw_3300,"納爾 [藥店]"
tw_3301,"可莉 [道具店]"
tw_3302,"艾瑞 [武器店]"
tw_3303,"瑞思 [防具店]"
tw_3304,"安達"
tw_3305,"獅鷲"
tw_3306,"惡魔長者"
tw_3307,"勘察師"
tw_3308,"叢林蜥戰士"
tw_3309,"叢林獸弓手"
tw_3310,"叢林蜥弓手"
tw_3311,"徘徊的怨念"
tw_3312,"伯特倫的介紹信"
tw_3313,"記錄著奇怪信息的卷軸"
tw_3314,"《勞華信息集錄》"
tw_3315,"恩雅親衛的謝禮"
tw_3316,"藥鏟"
tw_3317,"珍稀人參果"
tw_3318,"落地生"
tw_3319,"帕羅葉"
tw_3320,"刺魂草"
tw_3321,"懺悔之淚"
tw_3322,"[藥瓶]"
tw_3323,"勞華衛兵"
tw_3324,"勞華地監守衛"
tw_3325,"受傷的守衛"
tw_3326,"空藥瓶"
tw_3327,"獅鷲的利爪"
tw_3328,"獨眼巨人的棍棒"
tw_3329,"叢林蜥的皮"
tw_3330,"豺狼人的爪"
tw_3331,"補給藥箱"
tw_3332,"傘蘿"
tw_3333,"薩茜"
tw_3334,"愛麗兒"
tw_3335,"諾娜"
tw_3336,"蕊希"
tw_3337,"鋼鐵脛甲"
tw_3338,"風護脛甲"
tw_3339,"Lv.2風護脛甲"
tw_3340,"Lv.3風護脛甲"
tw_3341,"火護脛甲"
tw_3342,"Lv.2火護脛甲"
tw_3343,"Lv.3火護脛甲"
tw_3344,"水護脛甲"
tw_3345,"Lv.2水護脛甲"
tw_3346,"Lv.3水護脛甲"
tw_3347,"土護脛甲"
tw_3348,"Lv.2土護脛甲"
tw_3349,"Lv.3土護脛甲"
tw_3350,"風靈礦石"
tw_3351,"火靈礦石"
tw_3352,"水靈礦石"
tw_3353,"土靈礦石"
tw_3354,"損壞的脛甲"
tw_3355,"損壞的元素加護脛甲"
tw_3356,"損壞的Lv.2元素加護脛甲"
tw_3357,"受傷的冒險者"
tw_3358,"魔音吉他"
tw_3359,"纖羽筆"
tw_3360,"木頭人偶"
tw_3361,"千織甲片"
tw_3362,"炎珀"
tw_3363,"NULL"
tw_3364,"源蜜"
tw_3365,"陶罐"
tw_3366,"親衛·羅恩"
tw_3367,"親衛·勒爾"
tw_3368,"魂石板工匠"
tw_3369,"魂石板商人"
tw_3370,"風靈鑽"
tw_3371,"火靈鑽"
tw_3372,"水靈鑽"
tw_3373,"土靈鑽"
tw_3374,"Lv.2風靈鑽"
tw_3375,"Lv.2火靈鑽"
tw_3376,"Lv.2水靈鑽"
tw_3377,"Lv.2土靈鑽"
tw_3378,"Lv.3風靈鑽"
tw_3379,"Lv.3火靈鑽"
tw_3380,"Lv.3水靈鑽"
tw_3381,"Lv.3土靈鑽"
tw_3382,"雷斯 [倉庫]"
tw_3383,"徘徊的怨念頭目"
tw_3384,"綁定的魂石福袋(小)"
tw_3385,"熔岩獅人"
tw_3386,"骰子匕首"
tw_3387,"隨從血食"
tw_3388,"聖·熔岩獅人"
tw_3389,"聖·牛頭人戰士"
tw_3390,"燈謎券"
tw_3391,"燈謎券"
tw_3392,"燈謎券"
tw_3393,"燈謎券"
tw_3394,"燈謎券"
tw_3395,"燈謎券"
tw_3396,"燈謎券"
tw_3397,"燈謎券"
tw_3398,"燈謎券"
tw_3399,"燈謎券"
tw_3400,"燈謎燈籠"
tw_3401,"燈謎禮包·平安"
tw_3402,"延福禮盒"
tw_3403,"燈謎禮包·喜樂"
tw_3404,"延喜禮盒"
tw_3405,"燈謎·牛氣沖天"
tw_3406,"燈謎·牛勁十足"
tw_3407,"王族"
tw_3408,"騎士"
tw_3409,"精靈"
tw_3410,"法師"
tw_3411,"暗夜精靈"
tw_3412,"龍騎士"
tw_3413,"幻術師"
tw_3414,"福福[新春燈謎]"
tw_3415,"吉祥結"
tw_3416,"活動使者[項鏈進階]"
tw_3417,"福禧[新春答燈謎]"
tw_3418,"低級生命耳環(限時)"
tw_3419,"高級生命耳環(限時)"
tw_3420,"牛年限定套裝"
tw_3421,"牛頭怪"
tw_3422,"挑戰令·白"
tw_3423,"挑戰令·綠"
tw_3424,"挑戰令·藍"
tw_3425,"藍色魂石"
tw_3426,"綠色魂石"
tw_3427,"紅色魂石"
tw_3428,"合成卷軸"
tw_3429,"誓約印章"
tw_3430,"挑戰印記"
tw_3431,"珀南[每日挑戰]"
tw_3432,"獎券"
tw_3433,"艾瑪[泡泡堂管理員]"
tw_3434,"優莉卡[嘉獎]"
tw_3435,"洛米爾[魔法娃娃]"
tw_3436,"獸靈"
tw_3437,"獸髓"
tw_3438,"一階魔力球碎片"
tw_3439,"一階魔力球兌換券"
tw_3440,"一階魔力球"
tw_3441,"二階魔力球"
tw_3442,"三階魔力球"
tw_3443,"四階魔力球"
tw_3444,"五階魔力球"
tw_3445,"小飛蝠"
tw_3446,"紅雪怪"
tw_3447,"藍雪怪"
tw_3448,"藍肥肥"
tw_3449,"紅肥肥"
tw_3450,"小飛龍"
tw_3451,"紅長者"
tw_3452,"綠長者"
tw_3453,"冰雪戈倫"
tw_3454,"熔岩戈倫"
tw_3455,"叢林戈倫"
tw_3456,"水靈"
tw_3457,"火靈"
tw_3458,"土靈"
tw_3459,"雲靈"
tw_3460,"風靈"
tw_3461,"木靈"
tw_3462,"牛魔王"
tw_3463,"比卡"
tw_3464,"獨眼巨人"
tw_3465,"蜂女"
tw_3466,"牛頭人"
tw_3467,"艾安"
tw_3468,"小惡魔"
tw_3469,"死亡騎士"
tw_3470,"炎魔巴風特"
tw_3471,"土魔巴風特"
tw_3472,"冰雪女王"
tw_3473,"死神骷顱"
tw_3474,"死神鐮刀"
tw_3475,"惡魔領主"
tw_3476,"泡點筆記"
tw_3477,"高級泡點筆記"
tw_3478,"泡點福袋"
tw_3479,"高級泡點福袋"
tw_3480,"\fW泡點"
tw_3481,"遠古邪惡狩獵者"
tw_3482,"遠古邪惡審判者"
tw_3483,"Lv.4風護脛甲"
tw_3484,"Lv.4火護脛甲"
tw_3485,"Lv.4水護脛甲"
tw_3486,"Lv.4土護脛甲"
tw_3487,"Lv.4風靈鑽"
tw_3488,"Lv.4火靈鑽"
tw_3489,"Lv.4水靈鑽"
tw_3490,"Lv.4土靈鑽"
tw_3491,"損壞的Lv.3元素加護脛甲"
tw_3492,"勞華地區地監"
tw_3493,"重擊"
tw_3494,"旋風斬"
tw_3495,"英勇打擊"
tw_3496,"貪婪的暴徒"
tw_3497,"狡詐的暴徒"
tw_3498,"殘忍的暴徒"
tw_3499,"惡毒的暴徒"
tw_3500,"暗鴉法師"
tw_3501,"華麗刺殺者"
tw_3502,"防具強化保護卷軸[限時1個月]"
tw_3503,"三階防具強化保護卷軸[限時1個月]"
