en_0,"Client: %s Resource: %u"
en_2261,"Power Points"
en_2262,"Resistance"
en_2263,"Physical defense%+d\n"
en_2264,"STR%+d\n"
en_2265,"DEX%+d\n"
en_2266,"CON%+d\n"
en_2267,"意志%+d\n"
en_2268,"CHA%+d\n"
en_2269,"INT%+d\n"
en_2270,"Avoid%+d\n"
en_2271,"Evarion Rate%+d\n"
en_2272,"Spell Power%+d\n"
en_2273,"Magic Defence%+d\n"
en_2274,"Healing%+d\n"
en_2275,"HP Limit%+d\n"
en_2276,"MP Limit%+d\n"
en_2277,"HP Regen%+d\n"
en_2278,"MP Regen%+d\n"
en_2279,"Water Resist%+d\n"
en_2280,"Fire Resist%+d\n"
en_2281,"Wind Resist%+d\n"
en_2282,"Earth Resist%+d\n"
en_2283,"Resist Blind%+d\n"
en_2284,"Resist Freeze%+d\n"
en_2285,"Resist Silence%+d\n"
en_2286,"Resist Stone%+d\n"
en_2287,"Resist Stun%+d\n"
en_2288,"Resist Poison%+d\n"
en_2289,"Ranged Dmg%+d\n"
en_2290,"Ranged Hit%+d\n"
en_2291,"Dmg Reduce%+d\n"
en_2292,"Mgc Reduce%+d\n"
en_2293,"Physical Damage%+d\n"
en_2294,"Magic Damage%+d\n"
en_2295,"Hit%+d\n"
en_2296,"Magic Hit%+d\n"
en_2297,"Rarity Ascend"
en_2298,"Rarity Descend"
en_2299,"Lv Ascend"
en_2300,"Lv Decend"
en_2301,"Lv Decend"
en_2302,"宝箱底座"
en_2303,"卡箱"
en_2304,"Reach upper limit"
en_2305,"All"
en_2306,"行动力：%u"
en_2307,"战斗力：%u"
en_2308,"抵抗力：%u"
en_2309,"Captain Skill"
en_2310,"Class："
en_2311,"以卡组%s的%.2f%%转化为角色%s，最大%+d点\n"
en_2312,"LV %u/%u"
en_2313,"Related"
en_2314,"%s（突破至%u"
en_2315,"Unlock）"
en_2316,"Size:Big"
en_2317,"Size:Small"
en_2318,"Stiff:No"
en_2319,"Stiff:Yes"
en_2320,"Race:%s"
en_2321,"None"
en_2322,"Weakness:%s"
en_2323,"Area\n"
en_2324,"Drop"
en_2325,"Lock"
en_2326,"Unlock"
en_2327,"Add to Book"
en_2328,"Book Catalog"
en_2329,"Book Info"
en_2330,"Card"
en_2331,"Card Book"
en_2332,"Card Bag"
en_2333,"Monster Card"
en_2334,"Level Up"
en_2335,"Break"
en_2336,"Edit Card"
en_2337,"Card Train"
en_2338,"Card Box"
en_2339,"Put In Box"
en_2340,"Speed up"
en_2341,"Open"
en_2342,"加速卡箱时间"
en_2343,"Select one method to speed up Card Box"
en_2344,"扩展"
en_2345,"扩展卡册栏"
en_2346,"选择其中一种方式扩展卡册栏"
en_2347,"已选素材 %u/%u"
en_2348,"\\f3请先选择素材"
en_2349,"素材"
en_2350,"解锁卡箱位置"
en_2351,"升级信息"
en_2352,"突破信息"
en_2353,"突破素材"
en_2354,"LV \\f2%u\\f>/%u"
en_2355,"活力：%u \\f2> %u"
en_2356,"战斗力：%u \\f2> %u"
en_2357,"抵抗力：%u \\f2> %u"
en_2358,"信息"
en_2359,"最大等级 LV%u -> \\f2LV%u"
en_2360,"%u张相同羁绊卡片可激活\n"
en_2361,"成功几率为%u%%"
en_2362,"选择素材"
en_2363,"可尝试解锁"
en_2364,"%u级"
en_2365,"退战"
en_2366,"出战"
en_2367,"替换"
en_2368,"激活"
en_2369,"跳过等待"
en_2370,"选择其中一个方式跳过等待"
en_2371,"需要消耗物品才能解锁"
en_2372,"开通"
en_2373,"卡组抵抗力"
en_2374,"卡组战斗力"
en_2375,"卡组活力"
en_2376,"卡组"
en_2377,"卡组信息"
en_2378,"开通天选可解锁"
en_2379,"消耗%d本誓约书可解锁"
en_2380,"解锁卡组"
en_2381,"解锁卡槽"
en_2382,"切换出战卡组"
en_2383,"切换出战卡组后原本已生效的卡组将立即进入冷却时间，\n 是否确定切换出战卡组"
en_2384,"卡组%d"
en_2385,"替换卡片"
en_2386,"LV%u"
en_2387,"* include toll: %s \n* Please check the price, all trade can't be revoke."
en_2388,"Lowest: "
en_2389,"Highest: "
en_2390,"确认为你的血盟报名参与 \f=%s \f[的血盟试炼吗？需要花费\n血盟经验：%d\n血盟资源：%d"
en_2391,"报名确认"
en_2392,"入场"
en_2393,"选择"
en_2394,"剩余名额：%d"
en_2395,"进行中"
en_2396,"已结束"
en_2397,"距入场还有：%d:%02d:%02d"
en_2398,"请选择参与场次："
en_2399,"血盟试炼场"
en_2400,"竞拍市场"
en_2401,"参拍物品"
en_2402,"关注物品"
en_2403,"已结束竞拍"
en_2404,"竞拍仓库"
en_2405,"\f3已结束物品竞拍不能关注"
en_2406,"\f3出价失败，%s不足"
en_2407,"此装备已有高级保护"
en_2408,"\f3非法推荐码"
en_2409,"推荐福利"
en_2410,"我的推荐码：%u级可以生成推荐码"
en_2411,"我的推荐码：%s"
en_2412,"输入次数：%u/%u"
en_2413,"已激活"
en_2414,"不可输入"
en_2415,"%u级前可输入"
en_2416,"推荐奖励"
en_2417,"输入推荐码："
en_2418,"激活"
en_2419,"报名结束"
en_2420,"一、\fW新手福利\f>：\n1、奖励对象：新建角色\n2、领取规则：\n- 建立角色当天为第1天，至第7天每天均有对应可领取的新手福利。\n- 福利可领取时，点击[领取]按钮即可领取当天全部奖励，领取时请确保背包有足够位置。\n- 当天的奖励只能当天领取，当天未领取的奖励将于当天23:59后过期不可再领取，无法补领。\n\n二、\fW回归福利\f>：\n1、奖励对象：等级≥40的回归角色\n2、领取规则：\n- 距上次登入≥30天且等级≥40的角色，登入时将激活回归福利。\n- 激活回归福利当天为第1天，至第7天每天均有对应可领取的回归福利。\n- 福利可领取时，点击[领取]按钮即可领取当天全部奖励，领取时请确保背包有足够位置。\n- 当天的奖励只能当天领取，当天未领取的奖励将于当天23:59后过期不可再领取，无法补领。\n\n三、\fW天选勋章专属福利\f>：\n1、奖励对象：天选勋章服务已开通并处于生效期间的账号下所有角色\n2、领取规则：\n- 账号已开通天选勋章服务，且处于服务生效期间，该账号下所有角色均可享受天选勋章专属福利。\n- 天选勋章专属福利每天均有对应可领取的福利。\n- 天选勋章专属福利每30天为一期，服务生效期间每期专属福利结束后将自动触发新一期。\n- 福利可领取时，点击[领取]按钮即可领取当天全部奖励，领取时请确保背包有足够位置。\n- 当天的奖励只能当天领取，当天未领取的奖励将于当天23:59后过期不可再领取，无法补领。\n- 每日奖励仅天选勋章服务生效期间最后一日的零点前可领取，天选勋章服务期最后一日的零点后及天选勋章服务失效后不可再领取。\n- 天选勋章过期失效后，专属福利仍处于一期福利期内时，重新开通天选勋章将接续原福利状态。\n- 天选勋章过期失效且专属福利项也已过期消失后重新开通天选勋章，将直接触发新一期福利。\n\n四、\fW福利图标\f>长期显示，奖励项除天选福利外，其他福利在无待领奖励时，将不再显示在列表中。\n\n五、\fW推荐奖励\f>：\n1、奖励对象：\n- 等级<40且输入激活推荐码的角色\n- 等级≥50的玩家\n2、领取规则：\n输入推荐码奖励： \n- 输入并激活推荐码后，在奖励领取领取期内，角色达到指定等级，即可领取奖励。\n- 福利可领取时，点击[领取]按钮即可领取对应等级全部奖励，领取时请确保背包有足够位置。\n分享推荐码奖励：\n- 推荐人分享推荐码后，当其他玩家输入并激活推荐人的推荐码，且角色达到指定等级，推荐人即可获得奖励。\n- 奖励将通过系统邮件发放。\n- 同一推荐码最多可被激活10次。"
en_2421,"休息时间"
en_2422,"是否马上为你续订15天誓约书期限？"
en_2423,"你开通的「誓约书」服务已经到期失效，请及时续订。"
en_2424,"行动力：%+d\n"
en_2425,"战斗力：%+d\n"
en_2426,"抵抗力：%+d\n"
en_2427,"物理防御"
en_2428,"STR"
en_2429,"DEX"
en_2430,"CON"
en_2431,"意志"
en_2432,"CHA"
en_2433,"INT"
en_2434,"Avoid"
en_2435,"Ranged Ev."
en_2436,"Magic Dmg"
en_2437,"Magic Resist"
en_2438,"Heal"
en_2439,"HP Limit"
en_2440,"MP Limit"
en_2441,"HP Regen"
en_2442,"MP Regen"
en_2443,"Water Res"
en_2444,"Fire Res"
en_2445,"Wind Res"
en_2446,"Earth Res"
en_2447,"Blind Res"
en_2448,"Freeze Res"
en_2449,"Silence Res"
en_2450,"Para Res"
en_2451,"Stun Res"
en_2452,"Poison Res"
en_2453,"Ranged Dmg"
en_2454,"Ranged Hit"
en_2455,"伤害减免"
en_2456,"魔伤减免"
en_2457,"物理伤害"
en_2458,"魔法伤害"
en_2459,"Hit"
en_2460,"Magic Hit"
en_2461,"Title of Adventure"
en_2462,"Title"
en_2463,"Display"
en_2464,"Attribute"
en_2465,"Permanent"
en_2466,"\fKAttribute"
en_2467,"\fKExpire Date"
en_2468,"\fKObtain"
en_2469,"Set"
en_2470,"Camp War Ranking"
en_2471,"Last War Medal"
en_2472,"Last Bounty"
en_2473,"Month War Medal"
en_2474,"Month Bounty"
en_2475,"Remaining: "
en_2476,"Can be opend"
en_2477,"\f=%ld D"
en_2478,"\f=%ld H"
en_2479,"\f=%ld M"
en_2480,"\f=<1 M"
en_2481,"\fDYour attack triggered Dice Dagger effect and you injured \f=%s \fD for \f=%d damage."
en_2482,"\f=%s \fD triggered Dice Dagger effect and you injured for \f=%d damage"
en_2483,"\f3Your weapon is completely destroyed under the magic reaction force of the weapon."
en_2484,"Confirm Redemption"
en_2485,"Are you sure to consume \f=%s %s \f[ as ransom?"
en_2486,"Teon Coin"
en_2487,"Gold"
en_2488,"Please confirm the ransom"
en_2489,"Ransom:"
en_2490,"Ransom"
en_2491,"Redemption"
en_2492,"Privacy Terms"
en_2493,"Title"
en_2494,"Millitary Rank："
en_2495,"Honor Point"
en_2496,"(You can still acquire \f=%d \f[ Honor Point Today.)"
en_2497,"Millitary Rank Requirement:%s\n"
en_2498,"Millitary Rank"
en_2499,"Honor Point"
en_2500,"Honor Ranking"
en_2501,"No item can be redeemed currently"
en_2502,"You don’t have enough Teon Coin, would you want to buy some?"
en_2503,"\f2Ready to open"
en_2504,"魂石"
en_2505,"攻击魂石"
en_2506,"防御魂石"
en_2507,"特殊魂石"
en_2508,"炼魂源晶"
en_2509,"还未开孔"
en_2510,"确定消耗 %d 颗 %s 镶嵌在该孔位（不管镶嵌成功或失败，原有属性都会消失）？"
en_2511,"镶嵌魂石"
en_2512,"魂石板等级：Lv%d"
en_2513,"提升等级"
en_2514,"打孔"
en_2515,"镶嵌魂石"
en_2516,"\fK魂石板"
en_2517,"魂石板"
en_2518,"魂石板已升至最高等级"
en_2519,"该位置已打孔"
en_2520,"胫甲"
en_2521,"Name"
en_2522,"Talent"
en_2523,"Talent:"
en_2524,"Rarity:"
en_2525,"Effect:"
en_2526,"Stamina"
en_2527,"Base:"
en_2528,"None"
en_2529,"Common"
en_2530,"Common"
en_2531,"Rare"
en_2532,"Epic"
en_2533,"Heroic"
en_2534,"Summon"
en_2535,"Retrieve"
en_2536,"Feed"
en_2537,"Decom."
en_2538,"Decom."
en_2539,"You will decompose these minions and get %u stamina spring.\nConfirm?\n%s"
en_2540,"Confirmation"
en_2541,"Confirm"
en_2542,"Cancel"
en_2543,"Stay: %u%% Promote: %u%%"
en_2544,"Current minion can not compose"
en_2545,"Can not find composable minion"
en_2546,"Add minion"
en_2547,"Compose"
en_2548,"Discard"
en_2549,"Keep"
en_2550,"Promote"
en_2551,"Promote Talent"
en_2552,"Now"
en_2553,"New"
en_2554,"All"
en_2555,"I"
en_2556,"II"
en_2557,"III"
en_2558,"IV"
en_2559,"V"
en_2560,"Amount"
en_2561,"All"
en_2562,"Compose"
en_2563,"Promote"
en_2564,"Minion"
en_2565,"Minion"
en_2566,"Locked"
en_2567,"There are minions with talent, continue compose?"
en_2568,"Confirm"
en_2569,"Cancel"
en_2570,"未开放"
en_2571,"道具兑换"
en_2572,"挨利亚工坊"
en_2573,"Create"
en_2574,"胫甲材料合成"
en_2575,"兑换"
en_2576,"胫甲制作"
en_2577,"You don't have Minions now. You can go to find (NPC) to get it."
en_2578,"阵营战中，不能互动"
en_2579,"Sealed Treasures"
en_2580,"Treasure"
en_2581,"This is a Random Treasure Box (RTB) type of item. When you use this item in your inventory, you will randomly obtain one of the items listed below. The percentage shown at the bottom means the chance of this item will appear when you open a RTB."
en_2582,"Guaranteed"
en_2583,"\f3该孔只能镶嵌特殊魂石"
en_2584,"\f22.12 魂石系统"
en_2585,"　Cancel　|　Retry　"
en_2586,"Mall - Limited Bundles"
en_2587,"Mall - Discount Store"
en_2588,"Mall - Items & Consumables"
en_2589,"Mall - Premium Membership"
en_2590,"Mall - Recharge"
en_2591,"Account will be exit in %d seconds. Tap Cancel Button to cancel exit."
en_2592,"Cancel"
en_2593,"Exit"
en_2594,"Magic Scroll"
en_2595,"Lock"
en_2596,"Lock/unlock minion"
en_2597,"Select minions to decompose"
en_2598,"Can not select locked minion"
en_2599,"Can not promote locked minion"
en_2600,"Max Level"
en_2601,"任务"
en_2602,"挑战令·白"
en_2603,"挑战令·绿"
en_2604,"挑战令·蓝"
en_2605,"誓约印章"
en_2606,"Summon"
en_2607,"Teammate"
en_2608,"Summon Tag"
en_2609,"\f22.19 魔法娃娃系統"
en_2610,"四階魔力球"
en_2611,"五階魔力球"
en_2612,"魔力球碎片"
en_2613,"Time left"
en_2614,"Price:"
en_2615,"Loot"
en_2616,"Collect"
en_2617,"Give Up"
en_2618,"(if you confirm to redeem this item, TC can't be returned)"
en_2619,"(if you confirm to give up this item, it can't be recovered)"
en_2620,"You have nothing to redeem. \nCheck out the [?] icon on the top right to know\nmore about Ransom and Loot."
en_2621,"You have no loot now. \nCheck out the [?] icon on the top right to know\nmore about Ransom and Loot."
en_2622,"\f23.1 Rules of Ransom"
en_2623,"\f23.2 Rules of Loot"
en_2624,"\fWItems Loss Redemption:\f>\n1. There is a chance to lose one or more items upon each death. You have the chance to redeem your valuable items. \n2. You can redeem your lost items within 120 minutes. \n3. Items will be lost permanently (if killed by NPC) or given to PKer if the ransom (Teon Coins) was not paid within 120 minutes. The time will constantly count even the character offline. \n4. The ransom for each lost item is paid separately. \n5. Part of the ransom you paid goes to the PKer if you were killed by a player."
en_2625,"\fWLoot Collection:\f>\n1. Killing another player gives you a chance to snatch his / her valuable items as your loot. \n2. The content of the loot is unknown to you. The original owner has 120 minutes to decide whether to pay the ransom (Teon Coins) or give up the loot to you. \n3. If the original owner did not pay the ransom within 120 minutes, the loot will be revealed and you will be able to collect the loot within 24 hours. The time will constantly count even the character offline. \n4. If the original owner paid the ransom (80% of the ransom or 85% of the ransom for Premium Members), you will be able to collect part of the ransom within 24 hours but the content of the loot will not be revealed to you. \n5. Either the loot or the ransom must be collected within 24 hours (starting after the 120-minutes decision time)."
en_2626,"\f2Locked Items can not use to %s"
en_2627,"Are you sure to use %u TC to purchase for %s?"
en_2628,"Auto EXP Gain"
en_2629,"Activate Premium"
en_2630,"Teon Coin: %u"
en_2631,"Are you sure to activate premium for Teon Coin: %u?"
en_2632,"Are you sure to activate premium for %s?"
en_2633,"You are now not Premium Member. You are not allow to put more than %u items at the same time. Do you want to activate Premium and continue selling?"
en_2634,"Tolls: %.1f%%"
en_2635,"Can get %u stamina spring"
en_2636,"Location"
en_2637,"Tolls:"
en_2638,"Gains:"
en_2639,"雇佣后奖励安排"
en_2640,"当攻城战成功占领时，系统会根据当前页面所设定的税率，派发给参战的玩家。"
en_2641,"输入分配税率"
en_2642,"输入佣兵个人奖金"
en_2643,"输入每个佣兵个人奖金，最低金额为%u"
en_2644,"金币"
en_2645,"最低金额为%u"
en_2646,"Teon Coin"
en_2647,"佣兵数量要求"
en_2648,"佣兵等级要求"
en_2649,"输入需要招募的数量，上限为%u"
en_2650,"输入最低等级要求，最低下限为%u"
en_2651,"招募"
en_2652,"完成"
en_2653,"已加入的雇佣兵列表"
en_2654,"累积伤害 %u"
en_2655,"承受伤害 %u"
en_2656,"击杀数量 %u"
en_2657,"不招募选择的佣兵"
en_2658,"总奖金"
en_2659,"要求等级"
en_2660,"加入"
en_2661,"招募中的血盟"
en_2662,"已加入的血盟"
en_2663,"不再征用"
en_2664,"代号"
en_2665,"最近战绩"
en_2666,"预计奖励"
en_2667,"退回奖金:"
en_2668,"领取"
en_2669,"雇佣兵结算"
en_2670,"日期"
en_2671,"战况"
en_2672,"奖金分配"
en_2673,"全部领取"
en_2674,"奖金领取"
en_2675,"%m月%d日"
en_2676,"Allocation Suggest"
en_2677,"\f24.1 Elf"
en_2678,"\f24.2 Knight"
en_2679,"\f24.3 Royal"
en_2680,"\f24.4 Mage"
en_2681,"\f24.5 Dark Elf"
en_2682,"Ransom & Loot"
en_2683,"\f=只能对强化等级%d以下的防具使用"
en_2684,"\f3装备隐身斗篷和隐身状态下不可接受传送"
en_2685,"This item is already overtime. You can't give it up or collect it any more."
en_2686,"This item isn't ready. You can give it up or collect it until the redemption time is over."
en_2687,"您的时间点数将超过上限 %d 点，无法购买。"
en_2688,"时间点数计算规则"
en_2689,"1、游戏区域分为付费区域与免费区域；\n2、进入付费区域之后开始消耗时间点数；\n3、在付费区域每1分钟消耗1点时间点数；\n4、角色离线或者进入免费区域，则停止消耗时间点数；\n5、相同服务器下，同一账号内所有角色共享时间点数；如想在多个服 务器进行游戏，需在各个服务器购买独立的时间点数；\n6、如果玩家在两个准备合服的服务器里都有剩余的时间点数，则两个 服务器剩余的时间点数会在合服之后累加。"
en_2690,"蒂安币使用范围和规则"
en_2691,"1、蒂安币用于游戏中的部分增值服务，例如发送滚动条广播、修改角色名称、购买变身皮肤、和重置属性点等；\n2、已购买的蒂安币在同一账号和服务器内的所有角色均可使用；\n3、角色转移时，蒂安币不会随角色转移；\n4、蒂安币不可用于交易、购买游戏内道具、装备等物品或用于兑换时间点数；\n5、购买前请确认清楚增值服务所需要的蒂安币数量；\n6、最终解释权归官方所有。"
en_2692,"你即将花费 %s 购买 \f=%d \f[点时间点数。\n\n首次充值额外获赠 \f=%d \f[点时间点数。\n\n\f=首充双倍点数只限第一笔充值，首充额度越大，优惠力度越大！\n\n\f[时间点数计费方式为每分钟消耗\f=1\\f[点。\n详细计费方式请点击充值服务-时间点数页面的(?)按键查看。"
en_2693,"你即将花费 %s 购买 \f=%d \f[点时间点数。\n\n本次购买可获赠 \f=%d \f[点时间点数。 \n\n时间点数计费方式为每分钟消耗\f=1\f[点。\n详细计费方式请点击充值服务-时间点数页面的(?)按键查看。"
en_2694,"取消"
en_2695,"购买"
en_2696,"购买时间点数"
en_2697,"首充"
en_2698,"双倍"
en_2699,"点数"
en_2700,"额外送："
en_2701,"点"
en_2702,"剩余时间点数：%d"
en_2703,"时间点数"
en_2704,"购买蒂安币"
en_2705,"你即将花费 %s 购买"
en_2706,"\f=购买前请确认清楚增值服务所需要的蒂安币数量；\n\f[蒂安币用于游戏中的部分增值服务，例如发送滚动条广播、修改角色 名称、购买变身皮肤、和重置属性点等；\n详细计费方式请点击充值服务-购买蒂安币页面的(?)按键查看。"
en_2707,"您的蒂安币数量将超过上限 %d 个，无法购买。"
en_2708,"你还有 誓约书 订单没有完成，请先到对应的服务器完成订单"
en_2709,"你还有 点卡服 订单没有完成，请先到对应的服务器完成订单"
en_2710,"您已成功购买 \f=%d蒂安币\f[ 。请前往【邮件】->【公告】，在邮件内 点击领取按钮提取您的蒂安币。如遇网络延迟等原因造成邮件收取滞后，请稍后再试或联系客服。"
en_2711,"购买成功"
en_2712,"前往邮件"
en_2713,"充值服务"
en_2714,"你还有 蒂安币 订单没有完成，请先到对应的服务器完成订单"
en_2715,"注意"
en_2716,"\f=请检查您的装备是否有元素强化或镶嵌了符石，继续操作不会返回元素或符石，确定吗？"
en_2717,"传送铃铛"
en_2718,"保护卷轴"
en_2719,"\f=只能对强化等级%d以下的武器使用"
en_2720,"你即将按照佣兵数%u人次，总奖金%u金币发起佣兵招募，是否执行？"
en_2721,"你即将按照佣兵数%u人次，总奖金%u金币和%u代币发起佣兵招募，是否执行？"
en_2722,"Gold Coins"
en_2723,"Skip"
en_2724,"冰霜變形結晶"
en_2725,"魔法卷軸"
en_2726,"一級"
en_2727,"二級"
en_2728,"三級"
en_2729,"四級"
en_2730,"五級"
en_2731,"六級"
en_2732,"祝福屈原靴"
en_2733,"摊位"
en_2734,"我的摊位"
en_2735,"摊位名称："
en_2736,"下架"
en_2737,"已上架"
en_2738,"已出售(%d)"
en_2739,"收摊"
en_2740,"摊位记录"
en_2741,"当前没有交易记录"
en_2742,"%s           %s(%d)已出售，总价(%d)"
en_2743,"上架"
en_2744,"已达栏位上限%d"
en_2745,"售空"
en_2746,"职业尚未开放"
en_2747,"此服务器尚未开放此职业角色，请留意后续版本更新"
en_2748,"\f2%u\f>秒后退出无限大战"
en_2749,"无限大战还未开始"
en_2750,"开战时间"
en_2751,"勇者勋章数量"
en_2752,"勇者勋章排行榜"
en_2753,"%s触发概率:%+d%%\n"
en_2754,"%s特效伤害:%+d\n"
en_2755,"总价超过上限，物品无法上架。"
en_2756,"\f=%s \fD's attack didn't hit you"
en_2757,"\fDYour attack didn't hit \f=%s"
en_2758,"\f>条件:转生%d次后可使用\n"
en_2759,"\f22.5 Element Enchant"
en_2760,"该摊位商品已售空"
en_2761,"Friend Permit"
en_2762,"Friends：%d/%d"
en_2763,"Blocked：%d/%d"
en_2764,"\fW19点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n额外负重能力+1\n\n\fW11点初始智力\f>\n额外魔耗减免+1\n\n\fW12点初始精神\f>\n额外魔法防御+1\n魔复药水效果+1\n\n配点点评：在获取最大物攻和近战命中加成的同时，还有配有魔耗减免以及增加魔复药水的效果。适合单练并且追求续航能力的王族玩家。升级时建议搭配魔法头盔:治愈。"
en_2765,"\fW13点初始智力\f>\n魔法命中+1\n额外魔耗减免+2\n\n\fW16点初始精神\f>额外魔力回复量+2\n额外魔力成长+1\n额外魔法防御+2\n魔复药水效果+5\n\n配点点评：纯辅助型王族配点。后期配点主要增加智力，搭配魔法头盔:治愈以及王族职业魔法神圣牺牲，可以成为核心治疗角色。"
en_2766,"\fW18点初始体质\f>\n体力回复量+4\n额外体力成长+3\n负重能力+1\n\n配点点评：血盟盟主配点方式。为了在攻城战中保有最大的存活可能性，将一切奉献在体力成长上。但是这个配点在练级过程当中效率会非常低下。不建议新手玩家选择。"
en_2767,"\fW20点初始力量\f>\n额外近战伤害+4\n额外近战命中+4\n\n配点点评：主流攻击型骑士配点方式，非常出色的近战伤害。唯一缺点就是续航能力相对较差。"
en_2768,"\fW18点初始体质\f>\n体力回复量+4\n额外体力成长+3\n负重能力+1\n\n配点点评：全游戏中血量最高的职业配点方式。在骑士这一职业本身的近战攻击能力就不会太差的前提下，这个配点方式可以最大限度靠体力回复来节省药水的开支。"
en_2769,"\fW17点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n\n\fW15点初始体质\f>\n额外体力成长+1\n额外负重能力+1\n\n\fW13点初始敏捷\f>\n额外防御 -1\n防御成长从每7级-1缩短至每6级-1\n\n\fW9点初始智力\f>额外魔耗减免+1\n\n配点点评：尽可能获取最多初始点数额外奖励的配点方式。没有什么突出的地方，但是会比较容易上手。"
en_2770,"\fKSleep Res"
en_2771,"剩余时间点数：%d"
en_2772,"热卖"
en_2773,"超值"
en_2774,"是否购买下列商品？"
en_2775,"是否开通下列权限？"
en_2776,"商品:"
en_2777,"权限:"
en_2778,"赠送:"
en_2779,"消耗:"
en_2780,"您已开通次权限"
en_2781,"开通"
en_2782,"使用权"
en_2783,"使用权已到期"
en_2784,"Click the play button to start the countdown of watching ADs. After the AD you will received the listed rewards."
en_2785,"ADs start in %d second"
en_2786,"後搖倒數窗口的信息"
en_2787,"\fW18点初始敏捷\f>\n额外远程伤害+3\n额外远程命中+3\n额外防御-2\n\n\fW13点初始体质\f>\n额外体力成长+1\n\n配点点评：选择弓作为武器的精灵的推荐加点方式。拥有最高的远程命中和伤害，并且通过防御加成和体力成长加成增加生存能力。"
en_2788,"\fW16点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+2\n\n\fW14点初始智力\f>\n魔法命中+1\n魔法暴击率+2\n\n配点点评：以近战输出为主、魔法伤害为辅的魔法战士加点方式。16点初始力量已经足够取得精灵在初始力量中的所有额外收益，而额外负重能力可以让近战精灵携带更多的补给品。"
en_2789,"\fW14点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n\n\fW16点初始智力\f>\n魔法命中+2\n魔法暴击率+4\n\n配点点评：推荐方案2的一种变异模式。虽然近战伤害相比没有太大变化，但是在降低负重能力的代价下，提高了一至六阶魔法的命中几率和暴击几率。更偏向于以魔法为主、近战为辅的辅助型配点。不推荐新手使用。"
en_2790,"\fW16点初始力量\f>\n额外近战伤害+2\n额外近战命中+2\n负重能力+2\n\n\fW14点初始体质\f>\n体力回复+1\n额外体力成长+1\n\n配点点评：纯近战式配点，增加了体力量和体力回复量。推荐方案2的一种变异模式。"
en_2791,"\fW12点初始力量\f>\n额外近战伤害+2\n额外近战命中+1\n负重能力+1\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\魔法暴击率+8\n\n\fW18点初始精神\f>\n魔力回复量+3\n额外魔力成长+2\n魔法防御+1\n\n配点点评：标准精、智法师配点，还可配合近战攻击。推荐新手玩家使用。"
en_2792,"\fW13点初始力量\f>\n\n额外近战伤害+2\n额外近战命中+2\n负重能力+1\n\n\fW16点初始体质\n额外体力成长+2\n负重能力+2\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\魔法暴击率+8\n\n\fW13点初始精神\f>\n额外魔力成长+1\n\n配点点评：加大了生存能力和近战能力的力量型法师，能够同时使用近战和魔法打出伤害。"
en_2793,"\fW13点初始力量\f>\n\n额外近战伤害+2\n额外近战命中+2\n负重能力+1\n\n\fW18点初始智力\f>\n额外魔法伤害+1\n魔法命中+1\魔法暴击率+8\n\n\fW13点初始精神\f>\n额外魔力成长+1\n\n\fW12点初始毅力\f>\n\n配点点评：召唤法师的初始配点模式。在确保早期能够顺利升级的同时，在学会迷魅、瘴怪或召唤术之后，最高可以同时带3只随从。"
en_2794,"cn3配点规则（占位符）"
en_2795,"%s抵抗睡眠: %+d\n"
en_2796,"转生"
en_2797,"\f3   Redeem Item is not enough"
en_2798,"   Redeem TP Points"
en_2799,"Redeem"
en_2800,"   =%u TP Points"
en_2801,"\f=                Redeem List"
en_2802,"Basic"
en_2803,"Adv."
en_2804,"  Unlock"
en_2805,"Are you sure to Unlock Advanced for %s ?"
en_2806,"Play"
en_2807,"Click the play button to start the countdown of watching ADs. Please notice that 2s of count down is required before the ADs, and you will be immune during the ADs. After the ADs, you will receive the items listed. Please make sure you will not interrupt during the count down. e.g: Being attack, moving, casting spells, using items, and switching Apps."
en_2808,"[%d]号书签组"
en_2809,"\f3Require to unlock Advanced Rewards"
en_2810,"\f3魔法 冷却中"
en_2811,"Advertising"
en_2812,"职位贡献经验率没有改变，请先调整！"
en_2813,"职位贡献经验率每天只能调整%d次；每天上午10:00点刷新次数"
en_2814,"输入贡献百分比"
en_2815,"职位贡献经验率已调整，确定要保留设置吗？\n职位贡献经验率每天只能调整%d次；每天上午10:00点刷新次数。"
en_2816,"调整职位贡献率"
en_2817,"杀怪所获得的经验值会按照设定%贡献给血盟经验值"
en_2818,"调整职位贡献率"
en_2819,"贡献比例设置范围为0~%d%%"
en_2820,"调整"
en_2821,"%d万"
en_2822,"在线人数：%d/%d"
en_2823,"血盟职位：%s"
en_2824,"职位贡献经验率：%d%%"
en_2825,"累计贡献经验值：%d"
en_2826,"你的血盟现在可以升级了。\n是否确定花费以下资源提升血盟等级："
en_2827,"你的血盟尚未积累到足够提升等级的经验值。\n除了血盟经验值，你还需准备以下资源用以提升血盟等级："
en_2828,"血盟升级"
en_2829,"新血盟规则"
en_2830,"保密"
en_2831,"升级"
en_2832,"血盟等级："
en_2833,"升级经验："
