cn_0,"客户端版本:%s 资源版本:%u"
cn_1551,"\fD你对 \f=%s \fD的攻击触发了 \f=%s \fD，你受到 \f=%d 点反弹伤害"
cn_1552,"\f=%s \fD对你的攻击触发了 \f=%s \fD，反弹了 \f=%d 点伤害"
cn_1553,"[未开通]"
cn_1554,"客服回复"
cn_1555,"问题解决"
cn_1556,"继续咨询"
cn_1557,"魔法书合成"
cn_1558,"魔法书"
cn_1559,"职业魔法书"
cn_1560,"英雄项链"
cn_1561,"项链进阶"
cn_1562,"客服"
cn_1563,"描述:"
cn_1564,"描述问题出现的时间、操作、困扰或者期望的解决方案等"
cn_1565,"推荐说明\n优势：超高的近战物理攻击力、超高的体力成长\n劣势：魔法防御不足，缺乏灵活性\n\n培养方向\n1.纯暴力型\n装备选择物理攻击或者增加力量属性的，将物理输出发挥到极致，50级后的点数继续分配到力量属性，此方案消耗较大，需要持续使用恢复药水并且持续保持二段加速状态，也可以和补给型职业的配合组队。\n2.精神半坦型\n武器选择物理攻击的，防具选择防御装，在50级后的点数分配到精神属性（精神23）再后续补充力量，搭配魔法头盔·治愈，并使用魔能药剂恢复魔力，达到持久续航。"
cn_1566,"推荐1说明\n优势：超高的远程物理攻击力、较高的灵活性\n劣势：体力较低\n\n培养方向\n1.纯暴力型\n学习风元素魔法：多数以增强远程物理攻击力为主，风之光影为风系唯一保命魔法（仅PVP有效）\n装备选择物理攻击或者增加敏捷属性的，将物理输出发挥到极致，50级后的点数继续分配到敏捷属性，高敏捷可让三重矢减免魔力。\n2.续航型-1\n学习土元素魔法：多数以增加物理防御为主，土之荆棘为土系唯一对抗性魔法，可移除目标（PC）加速效果并遏制目标使用二段加速\n武器选择物理攻击的，防具选择防御装，在50级后的点数分配到精神属性（精神20）再后续补充敏捷，搭配净化精神，并使用魔能药剂恢复魔力，达到持久续航。\n3.续航型-2\n学习水元素魔法：以增益自身或者干扰目标并行，可通过水之元气提高治愈量，可通过污浊之水遏制目标（PC）恢复体力（禁疗）\n武器选择物理攻击的，防具选择防御装，在50级后的点数分配到精神属性（精神20）再后续补充敏捷，搭配净化精神，并使用魔能药剂恢复魔力，达到持久续航。"
cn_1567,"推荐2说明\n优势：较高的近战物理攻击力、较高的灵活性\n劣势：体力较低\n\n培养方向\n1.纯暴力型\n学习火元素魔法：以增强近战物理攻击力为主\n装备选择物理攻击或者增加力量属性的，将物理输出发挥到极致，50级后的点数继续分配到力量属性\n2.续航型-1\n学习火元素魔法：以增强近战物理攻击力为主\n武器选择物理攻击的，防具选择防御装，在50级后的点数分配到精神属性（精神20）再后续补充力量，搭配净化精神，并使用魔能药剂恢复魔力，达到持久续航。\n3.续航型-2\n学习土元素魔法：多数以增加物理防御为主，土之荆棘为土系唯一对抗性魔法，可移除目标（PC）加速效果并遏制目标使用二段加速\n武器选择物理攻击的，防具选择防御装，在50级后的点数分配到精神属性（精神20）再后续补充敏捷，搭配净化精神，并使用魔能药剂恢复魔力，达到持久续航。"
cn_1568,"推荐1说明\n优势：超高的魔法攻击力\n劣势：防御较低，体力较低\n\n培养方向\n1.纯魔法型\n武器选择增加魔法伤害的，防具选择增加智力、魔攻的或者减伤的装备，50级后的点数继续分配到智力属性，此方案消耗较大，需要持续使用魔能药剂或者搭配魔力夺取，魔力储量是该玩法的关键。\n2.续航型\n武器选择吸收魔力的，防具选择增加智力、魔攻的或者减伤的装备，50级后的点数继续分配到精神和智力属性，提高治愈能力和魔力恢复能力，从而达到较少消耗，持久续航。"
cn_1569,"推荐2说明\n优势：超高的魔法攻击力\n劣势：防御较低，体力较低\n\n培养方向\n1.魔武混合型\n武器选择增加物理伤害和吸魔的，防具选择增加智力、魔攻的或者减伤的装备，50级后的点数继续分配到智力和力量属性。因出生18力可获得二段攻速的增益，搭配吸魔、物理混合魔法的方式，实现持久续航。\n2.魔武切换型\n练功时武器选择吸魔的或者增加魔法伤害的，防具选择增加智力、魔攻的或者减伤的装备，50级后的点数继续分配到精神和智力属性，提高魔法攻击力和治愈能力。因出生18力可获得二段攻速的收益，练功采用吸魔武器，从而达到较少消耗，持久续航。PK采用魔法伤害武器，增加魔法伤害能力。"
cn_1570,"推荐1说明\n优势：较高的物理攻击力，物理暴击高，血盟成员多\n劣势：体力中等，防御中等\n\n培养方向\n暴击输出型\n武器选择物理攻击的，防具可以选择减伤、防御或者力量属性装，50级后的点数继续分配到毅力和力量上，确保毅力点数达到36（最大暴击机率）"
cn_1571,"推荐2说明\n优势：较高的物理攻击力，较高的续航能力\n劣势：体力中等，防御中等\n\n培养方向\n1.续航输出型\n武器选择物理攻击的，防具可以选择减伤、防御或者力量属性装，50级后的点数继续分配到精神和力量上，单纯练功型的玩法"
cn_1572,"修理"
cn_1573,"魔法笔记"
cn_1574,"普通魔法笔记"
cn_1575,"法师魔法笔记"
cn_1576,"骑士魔法笔记"
cn_1577,"王族魔法笔记"
cn_1578,"精灵魔法笔记"
cn_1579,"英雄项链 LV.2-LV.3"
cn_1580,"英雄项链 LV.4"
cn_1581,"英雄项链 LV.5"
cn_1582,"英雄项链 LV.6"
cn_1583,"\fK查强化"
cn_1584,"\fK查资讯"
cn_1585,"%s      ------ 普通强化+%d ------\n"
cn_1586,"%s      --------- 普通强化+%d ---------\n"
cn_1587,"验证订阅"
cn_1588,"实名认证"
cn_1589,"真实姓名:"
cn_1590,"身份证号码:"
cn_1591,"接受实名认证及防沉迷系统服务协议"
cn_1592,"根据国家防沉迷法规要求，请完善游戏防沉迷信息，以保障您顺畅享受游戏"
cn_1593,"终极变形卷轴"
cn_1594,"选择微信登录方式, 绑定帐号后会自动重启客户端"
cn_1595,"你的设备还没有安装微信客户端, 你可以下载安装微信或者使用手机微信扫码登录, 绑定帐号后会自动重启客户端"
cn_1596,"你的设备还没有安装微信客户端, 你可以下载安装微信或者使用手机微信扫码登录"
cn_1597,"微信登录"
cn_1598,"微信扫码登录"
cn_1599,"下载微信"
cn_1600,"点击移动"
cn_1601,"点击移动"
cn_1602,"微信扫码支付"
cn_1603,"%s移速: %+d%%"
cn_1604,"%s攻速: %+d%%"
cn_1605,"%s法速: %+d%%"
cn_1606,"%s力量: %+d"
cn_1607,"%s体质: %+d"
cn_1608,"%s敏捷: %+d"
cn_1609,"%s智力: %+d"
cn_1610,"%s意志: %+d"
cn_1611,"%s毅力: %+d"
cn_1612,"%s防御: %+d"
cn_1613,"%s远程闪避: %+d%%"
cn_1614,"%s魔攻: %+d"
cn_1615,"%s魔防: %+d"
cn_1616,"%s火防: %+d"
cn_1617,"%s土防: %+d"
cn_1618,"%s水防: %+d"
cn_1619,"%s风防: %+d"
cn_1620,"%s体力上限: %+d"
cn_1621,"%s魔力上限: %+d"
cn_1622,"%s近战物攻: %+d"
cn_1623,"%s远程物攻: %+d"
cn_1624,"%s近战命中: %+d"
cn_1625,"%s远程命中: %+d"
cn_1626,"%s神圣伤害: %+d"
cn_1627,"%s命中抵抗: %+d"
cn_1628,"%s体力恢复: %+d"
cn_1629,"%s魔伤: %+d"
cn_1630,"%s额外魔伤: %+d"
cn_1631,"变形"
cn_1632,"魔化"
cn_1633,"圣化"
cn_1634,"天选专用"
cn_1635,"%d 级可用"
cn_1636,"未解锁"
cn_1637,"变形时间: %d秒"
cn_1638,"变形列表"
cn_1639,"解锁"
cn_1640,"提取获得"
cn_1641,"提取"
cn_1642,"普通变形"
cn_1643,"目录"
cn_1644,"怪物"
cn_1645,"属性"
cn_1646,"怪物变形"
cn_1647,"解除变形"
cn_1648,"投骰"
cn_1649,"基本规则\n1.玩家在活动NPC处使用指定道具兑换骰子。\n2.玩家在棋盘上投掷骰子，每次消耗一个骰子。\n3.投掷骰子后，光标跟随骰子掷出的数字行走对应步数。\n4.光标停在格子上，如格子上有道具或事件，则可获得道具或触发事件。\n5.已触发过获得道具的格子，再次踩中时不会再次获得道具。\n6.已触发过事件的格子，再次踩中时会再次触发事件。\n7.棋盘终点设有大奖，玩家到达终点可获得大奖并进入下一张棋盘地图。\n8.掷出骰子后，玩家光标走完步数后必须刚好停在终点格子，才可获得大奖和进入下一张棋盘地图。否则，光标将根据多出的步数往回走。\n9.最后一幅地图完成后，可不断重複探索，但终点的终极大奖只可获得一次，重複探索时终极大奖将替换为其他奖励。\n\n事件类型\n1.前进X格：触发事件后，向前再走X格（具体前进格数根据事件决定）。\n2.后退X格：触发事件后，向后返回X格（具体后退格数根据事件决定）。"
cn_1650,"前进%d格"
cn_1651,"后退%d格"
cn_1652,"溃坏前方%d格"
cn_1653,"下次投骰获得X2机会"
cn_1654,"获得%s x %d"
cn_1655,"%s远程闪避: %+d\n"
cn_1656,"材料不足"
cn_1657,"\f3开通天选勳章后才可使用此变形。"
cn_1658,"\f3%u级才可使用此变形。"
cn_1659,"\f3变形材料不足。"
cn_1660,"%s对%s的物攻：+%u~%u\n"
cn_1661,"查看变形材料"
cn_1662,"查看解锁材料"
cn_1663,"材料"
cn_1664,"%s远程物攻: %+d\n"
cn_1665,"%s远程命中: %+d\n"
cn_1666,"活动变形"
cn_1667,"查看解锁条件"
cn_1668,"开通「天选勋章」可解锁"
cn_1669,"%s魔力恢复: %+d"
cn_1670,"%s物伤减免: %+d"
cn_1671,"请选择将要绑定的帐号，绑定帐号后会自动重启客户端"
cn_1672,"请选择将要绑定的帐号，绑定帐号后会自动重启客户端"
cn_1673,"活动变形暂未开放"
cn_1674,"请先选择需要分解的材料"
cn_1675,"确认身份证号码不一致，请重新确认输入"
cn_1676,"点击后将立刻变形"
cn_1677,"\fP消耗正义值：%u"
cn_1678,"补给品"
cn_1679,"加速类"
cn_1680,"其他"
cn_1681,"黑色秘银"
cn_1682,"等待确定中..."
cn_1683,"有更新资源包，请问您要现在下载吗？\n资源包大小：%.2fMB (建议WiFi环境下进行)"
cn_1684,"正在验证最新资源..."
cn_1685,"出现错误，请重新购买"
cn_1686,"错误操作，请重新购买"
cn_1687,"订单已取消"
cn_1688,"未知付款方式，请选择正确的付款方式"
cn_1689,"付款失败，请确认授权付款"
cn_1690,"商品已失效，请重新选择购买的商品"
cn_1691,"访问失败，请授权访问"
cn_1692,"无法连接网络"
cn_1693,"访问权限已撤销，请重新授权"
cn_1694,"未确认Apple Music隐私政策"
cn_1695,"正在申请访问权限，请及时处理"
cn_1696,"找不到商品，请重新选择商品"
cn_1697,"商品的折扣活动已结束"
cn_1698,"付款失败，请重新购买"
cn_1699,"商品价格发生变化，请重新购买"
cn_1700,"华为登录"
cn_1701,"Apple 登入"
cn_1702,"英雄纹章"
cn_1703,"万能药水"
cn_1704,"英雄药水"
cn_1705,"\f3请把快捷变形按键拖到快捷键键位"
cn_1706,"查看属性"
cn_1707,"进阶"
cn_1708,"x %u"
cn_1709,"Apple服务器未回应，请重新打开伊丁天堂，点击开始游戏"
cn_1710,"合成"
cn_1711,"无法登录（%d），请确保设备已安装相关组件"
cn_1712,"NULL"
cn_1713,"符石系统"
cn_1714,"孔位加工"
cn_1715,"镶嵌符石"
cn_1716,"取出符石"
cn_1717,"符石强化"
cn_1718,"符石淬炼"
cn_1719,"功能介绍"
cn_1720,"孔位加工\n\n1. 装备开孔：\n1) 开孔需消耗金币，有机率失败。失败时，仅损失金币，装备无损。\n2) 装备种类和孔位不同，开孔消耗的金币数和成功率不同。\n3) 暂时只有祝福武器可开2个孔。必须第1孔成功开孔后，才能开第2孔。\n2. 孔位精锻：\n1) 祝福武器的第二孔位、祝福防具的第一孔位可在开孔后进行精锻。精锻后的孔位可镶嵌特效符石。\n2) 精锻需要消耗金币，不同装备类型精锻时消耗的金币数不同。\n3) 精锻不会失败。\n4) 精锻的孔位上是否已镶嵌符石对精锻无影响，不会影响精锻效果。"
cn_1721,"符石镶嵌\n\n1.  镶嵌的符石类型需与装备类型一致。（防具精锻孔除外，可装备所有防具类普通符石）\n2. 普通孔位只能镶嵌普通符石，精锻孔位可镶嵌普通符石和特效符石。\n3. 不同阶级的装备可镶嵌的符石等级不同，等阶越高，可镶嵌符石等级越高。\n4. 已镶嵌符石的孔位，直接镶嵌新符石，旧符石将被销毁。\n5. 当穿戴的装备中镶嵌的符石中属性类型相同的符石总数多于3个时，只有最高等级的3个符石的效果会生效。\n6. 当状态（buff）类符石特效触发时，其他状态（buff）类符石的触发概率将衰减50%（同类符石不可重复触发）。\n7.已镶嵌符石的装备，若强化失败导致装备消失，装备上的符石也会随之消失。"
cn_1722,"符石取出：\n\n1. 符石取出需消耗道具「英雄纹章」。\n2. 取出所需的「英雄纹章」数量和符石等级相关。"
cn_1723,"符石升级：\n\n1. 消耗三颗低级的符石和一定量的金币，可升级成一颗高一级的符石。目前最高可升级符石至3级。\n2.用于升级消耗的符石，类型、属性和等级必须一致。\n3. 升级有成功率。符石等级不同，成功率不同。"
cn_1724,"符石淬炼：\n\n消耗任意三颗同类型同等级的符石，可获得一颗同类型同等级，而属性随机生成的符石，并有机率生成特效符石。"
cn_1725,"%s--------- 符石 ---------\n"
cn_1726,"孔%d：未开孔\n"
cn_1727,"未镶嵌符石\n"
cn_1728,"%s%+d%s\n"
cn_1729,"开孔"
cn_1730,"精锻"
cn_1731,"镶嵌"
cn_1732,"符石"
cn_1733,"武器符石"
cn_1734,"1级"
cn_1735,"2级"
cn_1736,"3级"
cn_1737,"4级"
cn_1738,"5级"
cn_1739,"防具符石"
cn_1740,"被封印的符石"
cn_1741,"其他"
cn_1742,"或"
cn_1743,"一. 孔位加工\n1. 装备开孔：\n1) 孔位是指装备上用于镶嵌符石的位置，需开孔后方可镶嵌符石。\n2) 开孔需消耗金币，有机率失败。失败时，仅损失金币，装备无损。\n3) 装备种类和孔位不同，开孔消耗的金币数和成功率不同。\n4) 暂时只有祝福武器可开2个孔。必须第1孔成功开孔后，才能开第2孔。\n2. 孔位精锻：\n1) 祝福武器的第二孔位、祝福防具的第一孔位可在开孔后进行精锻。精锻后的孔位可镶嵌特效符石。\n2) 精锻需要消耗金币，不同装备类型精锻时消耗的金币数不同。\n3) 精锻不会失败。\n4) 精锻的孔位上是否已镶嵌符石对精锻无影响，不会影响精锻效果。\n\n二. 镶嵌符石\n1. 只有已开孔的装备可镶嵌符石。\n2.  镶嵌的符石类型需与装备类型一致。（防具精锻孔除外，可装备所有防具类普通符石）\n3. 普通孔位只能镶嵌普通符石，精锻孔位可镶嵌普通符石和特效符石。\n4. 不同阶级的装备可镶嵌的符石等级不同，等级越高，可镶嵌符石等级越高。\n5. 已镶嵌符石的孔位，直接镶嵌新符石，旧符石将被销毁。可先通过「符石取出」将符石取下，详情可查阅「符石取出」。\n6. 当穿戴的装备中镶嵌的符石中属性类型相同的符石总数多于3个时，只有最高等级的3个符石的效果会生效。\n7. 当状态（buff）类符石特效触发时，其他状态（buff）类符石的触发概率将衰减50%（同类符石不可重复触发）。\n8.已镶嵌符石的装备，若强化失败导致装备消失，装备上的符石也会随之消失。\n\n三. 符石取出\n1. 如需取出已镶嵌在装备上的符石，可通过「符石取出」进行取出操作。\n2. 符石取出需消耗道具「英雄纹章」。\n3. 取出所需的「英雄纹章」数量和符石等级相关。\n\n四. 符石升级\n1. 通过「符石升级」，可消耗三颗低级的符石和一定量的金币，升级成一颗高一等的符石。目前最高可升级符石至3级。\n2.用于升级消耗的符石，类型、属性和等级必须一致。\n3. 升级有成功率。符石等级不同，成功率不同。\n\n五. 符石淬炼\n通过「符石淬炼」，消耗任意三颗同类型同等级的符石，可获得一颗同类型同等级，而属性随机生成的符石，并有机率生成特效符石。"
cn_1744,"素材符石\n×1"
cn_1745,"五阶"
cn_1746,"角色账号不匹配不能删除"
cn_1747,"角色转移有效期内不能被删除"
cn_1748,"序列号: %s"
cn_1749,"有效期: %s"
cn_1750,"序列号到期后才可以重新使用或删除"
cn_1751,"复制角色序列号"
cn_1752,"《伊丁天堂》角色转移免责条款\n\n在你提交“角色转移服务”申请前，我们郑重提醒你仔细阅读与该服务全部条款内容。\n\n我们是基于您已知悉并同意接受全部条款内容的前提下提供服务的，当你确认“生成角色序号”按钮，即表明您已知悉并同意接受全部条款，此后，你不得以未阅读，不了解或不同意下述条款而提出任何抗辩。\n\n1、序列号申请后带有效期（3天），3天内不可登入该角色。\n2、角色转移申请前请务必处理好角色背包内的物品，如转移后则无法还原。\n3、该功能只用于个人账号间的角色转移，如用于线下交易，可能存在风险和损失，需使用者自行承担，官方概不负责。\n4、角色转移将收取2本“被封印的誓约书”作为转移费用，请提前购买。当系统生成序列号后，将扣除誓约书，若因玩家操作不到导致序列号失效没有完成转移，该誓约书不作退还。\n5、角色转移满足转移条件，否则不得转移。"
cn_1753,"《伊丁天堂》角色转移免责条款\n\n在你激活“角色转移服务”申请前，我们郑重提醒你仔细阅读与该服务全部条款内容。\n\n我们是基于您已知悉并同意接受全部条款内容的前提下提供服务的，当你确认“激活”按钮，即表明您已知悉并同意接受全部条款，此后，你不得以未阅读，不了解或不同意下述条款而提出任何抗辩。\n\n1、角色转移序号激活后可马上登入。\n2、角色转移申请前已处理好角色背包内的物品，可交易物品无法转移。\n3、该功能只用于个人账号间的角色转移，如用于线下交易，可能存在风险和损失，需使用者自行承担，官方概不负责。\n4、角色转移将收取2本“被封印的誓约书”作为激活费用，请提前购买。\n5、角色转移满足转移条件，否则不得转移。"
cn_1754,"我已知悉上述免责声明，同意生成角色序号"
cn_1755,"我已知悉上述免责声明，同意激活角色"
cn_1756,"生成角色序号需消耗%u本誓约书"
cn_1757,"激活角色需消耗%u本誓约书"
cn_1758,"确认生成角色序号"
cn_1759,"确认激活角色"
cn_1760,"生成角色序号"
cn_1761,"激活角色"
cn_1762,"角色属性"
cn_1763,"属性道具使用情况"
cn_1764,"背包"
cn_1765,"角色仓库"
cn_1766,"回忆泉水"
cn_1767,"万能药"
cn_1768,"数量：%u"
cn_1769,"序号有效期:%s"
cn_1770,"角色资料"
cn_1771,"角色序列号生成成功"
cn_1772,"角色序号"
cn_1773,"复制"
cn_1774,"角色序号有效期至: %s"
cn_1775,"点击下方按钮键将返回登录界面。\n如果再次查看角色序号，可在角色选择页面处查看。"
cn_1776,"返回登录界面"
cn_1777,"序列号不能为空"
cn_1778,"请输入角色序号"
cn_1779,"确定"
cn_1780,"角色激活成功"
cn_1781,"下次可生成序号的时间: %s"
cn_1782,"重新登录，可在选角界面选择使用的角色"
cn_1783,"您的角色正在等待删除中，取消删除才可登入该角色"
cn_1784,"初心者卷轴"
cn_1785,"进阶经验魔方"
cn_1786,"消耗品"
cn_1787,"双手弓"
cn_1788,"单手弓"
cn_1789,"双手矛"
cn_1790,"单手钝器"
cn_1791,"双手杖"
cn_1792,"单手杖"
cn_1793,"灯"
cn_1794,"食物"
cn_1795,"任务道具"
cn_1796,"宠物道具"
cn_1797,"礼盒"
cn_1798,"种类: %s\n"
cn_1799,"\fD你对 \f=%s \fD的攻击触发了符石特效 \f=%s \fD，产生了 \f=%d 点伤害"
cn_1800,"\f=%s \fD对你的攻击触发了符石特效 \f=%s \fD，你受到了 \f=%d 点伤害"
cn_1801,"水元素魔法"
cn_1802,"土元素魔法"
cn_1803,"火元素魔法"
cn_1804,"风元素魔法"
cn_1805,"雷元素魔法"
cn_1806,"正在加载游戏资源，此过程不消耗流量，请放心等待... (剩余时间 %u:%u)"
cn_1807,"null"
cn_1808,"请于左边选择有关工单内容"
cn_1809,"等级+1"
cn_1810,"请从背包拖动装备至上方装备格子"
cn_1811,"%s有几率成功"
cn_1812,"请从背包拖动符石至上方符石格子"
cn_1813,"替换符石"
cn_1814,"替换"
cn_1815,"你确定要以下方新符石替换上方的旧符石吗？\n替换后，旧符石将会消失"
cn_1816,"请选择需要取出的符石"
cn_1817,"取出"
cn_1818,"你确定要消耗\f=英雄纹章×%d\f>取出这颗符石吗？"
cn_1819,"有几率出现以下三种结果之一"
cn_1820,"请从背包拖动3颗同等级的符石至上方符石格子"
cn_1821,"请确定是否开孔"
cn_1822,"请确定是否精锻"
cn_1823,"\fK物减魔减"
cn_1824,"\fK攻速移速"
cn_1825,"\f>条件:转生1次后可使用\n"
cn_1826,"\f=属性点数不能超过%u"
cn_1827,"圣灵武器"
cn_1828,"城堡武器升华至圣灵武器"
cn_1829,"武器升华"
cn_1830,"升华"
cn_1831,"可嵌符石：%d级及以下\n"
cn_1832,"圣灵石"
cn_1833,"更多..."
cn_1834,"素材符石\n×2"
cn_1835,"全部素材\n消失"
cn_1836,"强化失败，失去全部素材"
cn_1837,"强化失败，失去1个素材符石"
cn_1838,"强化失败，但没有失去素材"
cn_1839,"强化成功，获得XXX符石1个"
cn_1840,"\f>限制:未洗礼可使用\n"
cn_1841,"升级合成"
cn_1842,"升级"
cn_1843,"确定"
cn_1844,"\f22.12 符石相关"
cn_1845,"\f22.11.1 孔位"
cn_1846,"\f22.11.2 符石"
cn_1847,"\f22.12 圣光洗礼"
cn_1848,"符石数量不足"
cn_1849,"只可加入相同等级的符石"
cn_1850,"（当前操作包括镶嵌符石和替换符石）"
cn_1851,"格斗"
cn_1852,"专注"
cn_1853,"射击"
cn_1854,"精准"
cn_1855,"魔伤"
cn_1856,"聚神"
cn_1857,"毅力"
cn_1858,"力量"
cn_1859,"敏捷"
cn_1860,"零境"
cn_1861,"水魔法"
cn_1862,"土魔法"
cn_1863,"火魔法"
cn_1864,"风魔法"
cn_1865,"坚固"
cn_1866,"役魔"
cn_1867,"防护"
cn_1868,"灭魔"
cn_1869,"体力"
cn_1870,"魔力"
cn_1871,"巨石"
cn_1872,"魔泉"
cn_1873,"水防"
cn_1874,"土防"
cn_1875,"风防"
cn_1876,"火防"
cn_1877,"抵抗"
cn_1878,"闪避"
cn_1879,"体回"
cn_1880,"魔复"
cn_1881,"物免"
cn_1882,"魔免"
cn_1883,"物减"
cn_1884,"魔减"
cn_1885,"雷魔法"
cn_1886,"\f3此符石与所选装备种类不同"
cn_1887,"根据相关政策规定，未曾实名认证的玩家受到游戏试玩时长限制，您的当前试玩时间已结束，请进行实名认证以解锁账户限制。"
cn_1888,"根据相关政策规定，未曾实名认证的玩家无法在游戏内进行充值。如您想进行充值，请进行实名认证。"
cn_1889,"根据相关政策规定，未成年玩家平日每日游戏时长不得超过1.5小时，节假日每日不得超过3小时。您今日的游戏时间已结束。"
cn_1890,"根据相关政策规定，每日22时至次日8时不可向未成年人提供游戏服务。您今日的游戏时间已结束。"
cn_1891,"炼金"
cn_1892,"练成"
cn_1893,"精炼属性源晶"
cn_1894,"精炼"
cn_1895,"火属性源晶"
cn_1896,"水属性源晶"
cn_1897,"风属性源晶"
cn_1898,"土属性源晶"
cn_1899,"属性源晶"
cn_1900,"开通领取"
cn_1901,"续费领取"
cn_1902,"检测到root: 参考编号%d"
cn_1903,"检测到模拟器: 参考编号%d"
cn_1904,"检测到疑似外挂App: %s"
cn_1905,"检测到疑似外挂App: 参考编号%d"
cn_1906,"加载中"
cn_1907,"觉醒"
cn_1908,"你还未觉醒，无法学习觉醒系；觉醒可前往精灵园林找月光女神，精灵可选择风火水土系元素魔法，暗夜精灵可选择诅咒或暗影系魔法，觉醒时只能选择一系魔法。"
cn_1909,"觉醒风元素魔法"
cn_1910,"觉醒火元素魔法"
cn_1911,"觉醒土元素魔法"
cn_1912,"觉醒水元素魔法"
cn_1913,"觉醒诅咒魔法"
cn_1914,"觉醒暗影魔法"
cn_1915,"\f7最大魔力减免：%d"
cn_1916,"\f>[暗]"
cn_1917,"推荐1说明\n优势：较高的物理攻击力，物理暴击高，血盟成员多\n劣势：体力中等，防御中等\n\n培养方向\n暴击输出型\n武器选择物理攻击的，防具可以选择减伤、防御或者力量属性装，50级后的点数继续分配到毅力和力量上，确保毅力点数达到36（最大暴击机率）"
cn_1918,"推荐2说明\n优势：较高的物理攻击力，较高的续航能力\n劣势：体力中等，防御中等\n\n培养方向\n1.续航输出型\n武器选择物理攻击的，防具可以选择减伤、防御或者力量属性装，50级后的点数继续分配到精神和力量上，单纯练功型的玩法"
cn_1919,"请注意登入/绑定账号，需确保设备登入有双重认证的 Apple ID ，\n且 iCloud 为开启状态"
cn_1920,"Apple登陆需要iOS13.0或以上系统版本，请先升级后再来绑定"
cn_1921,"推荐1说明\n优势：高近战物理输出型配点\n劣势：防御较低、早期续航能力较弱\n\n培养方向\n暴击输出型\n武器选择钢爪、双刀等近战物理攻击的，防具可以选择命中抵抗、防御或者力量属性装。觉醒选择暗影系，50级以后加点偏重力量以加强暴击时的伤害，体质则可提高血量以及续航能力。"
cn_1922,"推荐2说明\n优势：手甲类中距离输出型配点，能最大化手甲的远程伤害\n劣势：续航能力较弱\n\n培养方向\n武器选择手甲，防具可以选择命中抵抗、血量以及敏捷属性装备。觉醒选择诅咒系，50级以后加点偏重敏捷，并且可以增加精神和智力以提高续航能力和魔力消耗减免。"
cn_1923,"推荐3说明\n优势：\n劣势：\n\n培养方向"
cn_1924,"推荐4说明\n优势：\n劣势：\n\n培养方向"
cn_1925,"提炼暗夜魔石"
cn_1926,"暗夜魔石"
cn_1927,"提炼"
cn_1928,"暗夜精灵"
cn_1929,"暗夜精灵职业魔法"
cn_1930,"暗夜精灵魔法笔记"
cn_1931,"双刀"
cn_1932,"手甲"
cn_1933,"钢爪"
cn_1934,"竞拍选择"
cn_1935,"当前价格"
cn_1936,"领先血盟"
cn_1937,"结束时间"
cn_1938,"关注"
cn_1939,"操作"
cn_1940,"成交血盟"
cn_1941,"结果"
cn_1942,"参拍盟屋"
cn_1943,"关注与出价"
cn_1944,"已结束盟屋"
cn_1945,"血盟资源:"
cn_1946,"成交"
cn_1947,"出价"
cn_1948,"观看"
cn_1949,"盟屋竞拍"
cn_1950,"领先"
cn_1951,"出局"
cn_1952,"参拍血盟"
cn_1953,"出价时间"
cn_1954,"状态"
cn_1955,"加价幅度:"
cn_1956,"\f3流拍"
cn_1957,"\f3你没有血盟"
cn_1958,"\f3出价失败，血盟资源不足"
cn_1959,"\f3已结束盟屋不能关注"
cn_1960,"飞刀"
cn_1961,"手里剑"
cn_1962,"福袋"
cn_1963,"万能药礼盒"
cn_1964,"请输入血盟ID"
cn_1965,"请输入血盟ID进行搜索"
cn_1966,"正常"
cn_1967,"失败"
cn_1968,"取消申请"
cn_1969,"加入血盟"
cn_1970,"联系盟主"
cn_1971,"ID"
cn_1972,"盟旗"
cn_1973,"等级"
cn_1974,"维护"
cn_1975,"要求等级"
cn_1976,"搜索"
cn_1977,"请输入申请理由："
cn_1978,"维护确认"
cn_1979,"领取祝福需血盟等级≥2且未处于维护失败状态！"
cn_1980,"  确认消耗以下数量的%s、血盟经验、血盟资源启动血盟维护吗？\n%s：%d本\n血盟经验：%d\n血盟资源：%d"
cn_1981,"退盟确认"
cn_1982,"退出血盟后荣誉点清零，未领取的血盟奖励将销毁，请确认"
cn_1983,"荣誉点：%d"
cn_1984,"盟副"
cn_1985,"日期"
cn_1986,"盟众"
cn_1987,"在线"
cn_1988,"辞去盟职"
cn_1989,"任命为%s"
cn_1990,"降职为盟众"
cn_1991,"禁言"
cn_1992,"解除禁言"
cn_1993,"批准"
cn_1994,"拒绝"
cn_1995,"加为好友"
cn_1996,"成功"
cn_1997,"失败"
cn_1998,"当前入盟等级限制：%d"
cn_1999,"血盟编号："
cn_2000,"血盟小屋："
cn_2001,"维护状态："
cn_2002,"血盟经验："
cn_2003,"血盟资源："
cn_2004,"核心成员"
cn_2005,"个人资讯"
cn_2006,"贡献经验："
cn_2007,"贡献资源："
cn_2008,"剩余祝福："
cn_2009,"捐献资源"
cn_2010,"领取祝福"
cn_2011,"血盟升级"
cn_2012,"血盟等级："
cn_2013,"经验上限："
cn_2014,"资源上限："
cn_2015,"晋级经验："
cn_2016,"晋级资源："
cn_2017,"晋级"
cn_2018,"每日维护消耗"
cn_2019,"血盟经验："
cn_2020,"血盟资源："
cn_2021,"当前维护状态：%s"
cn_2022,"立即维护"
cn_2023,"入盟审批"
cn_2024,"申请者名称"
